onset	v1c1c2	v2c3c4	tr	word	vowel_skeleton	consonant_skeleton
l	ih	agß	lihagßik	lihagszik	iai	lhgßk
l	ih	agz	lihagzik	lihagzik	iai	lhgzk
l	ih	ágz	lihágzik	lihágzik	iái	lhgzk
l	ih	ajl	lihajlik	lihajlik	iai	lhjlk
l	ih	akl	lihaklik	lihaklik	iai	lhklk
l	ih	akß	lihakßik	lihakszik	iai	lhkßk
l	ih	aml	lihamlik	lihamlik	iai	lhmlk
l	ih	apß	lihapßik	lihapszik	iai	lhpßk
l	ih	arz	liharzik	liharzik	iai	lhrzk
l	ih	árz	lihárzik	lihárzik	iái	lhrzk
l	ih	asl	lihaslik	lihaslik	iai	lhslk
l	ih	é¥l	lihé¥lik	lihénylik	iéi	lh¥lk
l	ih	edz	lihedzik	lihedzik	iei	lhdzk
l	ih	egl	liheglik	liheglik	iei	lhglk
l	ih	egß	lihegßik	lihegszik	iei	lhgßk
l	ih	égß	lihégßik	lihégszik	iéi	lhgßk
l	ih	egz	lihegzik	lihegzik	iei	lhgzk
l	ih	ejl	lihejlik	lihejlik	iei	lhjlk
l	ih	ekß	lihekßik	lihekszik	iei	lhkßk
l	ih	ékß	lihékßik	lihékszik	iéi	lhkßk
l	ih	eml	lihemlik	lihemlik	iei	lhmlk
l	ih	epß	lihepßik	lihepszik	iei	lhpßk
l	ih	esl	liheslik	liheslik	iei	lhslk
l	ir	á¥l	lirá¥lik	liránylik	iái	lr¥lk
l	ir	adz	liradzik	liradzik	iai	lrdzk
l	ir	ádz	lirádzik	lirádzik	iái	lrdzk
l	ir	agl	liraglik	liraglik	iai	lrglk
l	ir	ágl	liráglik	liráglik	iái	lrglk
l	ir	agß	liragßik	liragszik	iai	lrgßk
l	ir	agz	liragzik	liragzik	iai	lrgzk
l	ir	ágz	lirágzik	lirágzik	iái	lrgzk
l	ir	ajl	lirajlik	lirajlik	iai	lrjlk
l	ir	akl	liraklik	liraklik	iai	lrklk
l	ir	akß	lirakßik	lirakszik	iai	lrkßk
l	ir	aml	liramlik	liramlik	iai	lrmlk
l	ir	apß	lirapßik	lirapszik	iai	lrpßk
l	ir	asl	liraslik	liraslik	iai	lrslk
l	ir	é¥l	liré¥lik	lirénylik	iéi	lr¥lk
l	ir	edz	liredzik	liredzik	iei	lrdzk
l	ir	egl	lireglik	lireglik	iei	lrglk
l	ir	egß	liregßik	liregszik	iei	lrgßk
l	ir	égß	lirégßik	lirégszik	iéi	lrgßk
l	ir	egz	liregzik	liregzik	iei	lrgzk
l	ir	ejl	lirejlik	lirejlik	iei	lrjlk
l	ir	ekß	lirekßik	lirekszik	iei	lrkßk
l	ir	ékß	lirékßik	lirékszik	iéi	lrkßk
l	ir	eml	liremlik	liremlik	iei	lrmlk
l	ir	epß	lirepßik	lirepszik	iei	lrpßk
l	ir	esl	lireslik	lireslik	iei	lrslk
l	iv	á¥l	livá¥lik	liványlik	iái	lv¥lk
l	iv	adz	livadzik	livadzik	iai	lvdzk
l	iv	ádz	livádzik	livádzik	iái	lvdzk
l	iv	agl	livaglik	livaglik	iai	lvglk
l	iv	ágl	liváglik	liváglik	iái	lvglk
l	iv	agß	livagßik	livagszik	iai	lvgßk
l	iv	agz	livagzik	livagzik	iai	lvgzk
l	iv	ágz	livágzik	livágzik	iái	lvgzk
l	iv	ajl	livajlik	livajlik	iai	lvjlk
l	iv	akl	livaklik	livaklik	iai	lvklk
l	iv	akß	livakßik	livakszik	iai	lvkßk
l	iv	aml	livamlik	livamlik	iai	lvmlk
l	iv	apß	livapßik	livapszik	iai	lvpßk
l	iv	arz	livarzik	livarzik	iai	lvrzk
l	iv	árz	livárzik	livárzik	iái	lvrzk
l	iv	asl	livaslik	livaslik	iai	lvslk
l	iv	é¥l	livé¥lik	livénylik	iéi	lv¥lk
l	iv	edz	livedzik	livedzik	iei	lvdzk
l	iv	egl	liveglik	liveglik	iei	lvglk
l	iv	egß	livegßik	livegszik	iei	lvgßk
l	iv	égß	livégßik	livégszik	iéi	lvgßk
l	iv	egz	livegzik	livegzik	iei	lvgzk
l	iv	ejl	livejlik	livejlik	iei	lvjlk
l	iv	ekß	livekßik	livekszik	iei	lvkßk
l	iv	ékß	livékßik	livékszik	iéi	lvkßk
l	iv	eml	livemlik	livemlik	iei	lvmlk
l	iv	epß	livepßik	livepszik	iei	lvpßk
l	iv	esl	liveslik	liveslik	iei	lvslk
l	ob	ódz	lobódzik	lobódzik	oói	lbdzk
l	og	ódz	logódzik	logódzik	oói	lgdzk
l	oh	ódz	lohódzik	lohódzik	oói	lhdzk
l	or	ódz	loródzik	loródzik	oói	lrdzk
l	ör	ődz	lörődzik	lörődzik	öői	lrdzk
l	ör	űdz	lörűdzik	lörűdzik	öűi	lrdzk
l	orj	ódz	lorjódzik	lorjódzik	oói	lrjdzk
l	öt	ődz	lötődzik	lötődzik	öői	ltdzk
l	öt	őrz	lötőrzik	lötőrzik	öői	ltrzk
l	öt	űdz	lötűdzik	lötűdzik	öűi	ltdzk
l	öv	ődz	lövődzik	lövődzik	öői	lvdzk
l	öv	őrz	lövőrzik	lövőrzik	öői	lvrzk
l	öv	űdz	lövűdzik	lövűdzik	öűi	lvdzk
l	ub	o¥l	lubo¥lik	lubonylik	uoi	lb¥lk
l	ub	ódz	lubódzik	lubódzik	uói	lbdzk
l	ub	okl	luboklik	luboklik	uoi	lbklk
l	ub	orz	luborzik	luborzik	uoi	lbrzk
l	ub	osl	luboslik	luboslik	uoi	lbslk
l	ug	o¥l	lugo¥lik	lugonylik	uoi	lg¥lk
l	ug	ódz	lugódzik	lugódzik	uói	lgdzk
l	ug	okl	lugoklik	lugoklik	uoi	lgklk
l	ug	orz	lugorzik	lugorzik	uoi	lgrzk
l	ug	osl	lugoslik	lugoslik	uoi	lgslk
l	ur	o¥l	luro¥lik	luronylik	uoi	lr¥lk
l	ur	ódz	luródzik	luródzik	uói	lrdzk
l	ur	okl	luroklik	luroklik	uoi	lrklk
l	ur	osl	luroslik	luroslik	uoi	lrslk
l	ür	ődz	lürődzik	lürődzik	üői	lrdzk
l	ür	ökl	lüröklik	lüröklik	üöi	lrklk
l	ür	ösl	lüröslik	lüröslik	üöi	lrslk
l	ür	űdz	lürűdzik	lürűdzik	üűi	lrdzk
l	űr	ődz	lűrődzik	lűrődzik	űői	lrdzk
l	űr	ökl	lűröklik	lűröklik	űöi	lrklk
l	űr	ösl	lűröslik	lűröslik	űöi	lrslk
l	urj	o¥l	lurjo¥lik	lurjonylik	uoi	lrj¥lk
l	urj	ódz	lurjódzik	lurjódzik	uói	lrjdzk
l	urj	okl	lurjoklik	lurjoklik	uoi	lrjklk
l	urj	orz	lurjorzik	lurjorzik	uoi	lrjrzk
l	urj	osl	lurjoslik	lurjoslik	uoi	lrjslk
m	ag	á¥l	magá¥lik	magánylik	aái	mg¥lk
m	ag	ádz	magádzik	magádzik	aái	mgdzk
m	ag	árz	magárzik	magárzik	aái	mgrzk
m	ág	adz	mágadzik	mágadzik	áai	mgdzk
m	ág	ajl	mágajlik	mágajlik	áai	mgjlk
m	ág	akl	mágaklik	mágaklik	áai	mgklk
m	ág	akß	mágakßik	mágakszik	áai	mgkßk
m	ág	aml	mágamlik	mágamlik	áai	mgmlk
m	ág	apß	mágapßik	mágapszik	áai	mgpßk
m	ág	arz	mágarzik	mágarzik	áai	mgrzk
m	ág	asl	mágaslik	mágaslik	áai	mgslk
m	al	á¥l	malá¥lik	malánylik	aái	ml¥lk
m	al	ádz	maládzik	maládzik	aái	mldzk
m	al	ágl	maláglik	maláglik	aái	mlglk
m	al	ágz	malágzik	malágzik	aái	mlgzk
m	al	árz	malárzik	malárzik	aái	mlrzk
m	ál	adz	máladzik	máladzik	áai	mldzk
m	ál	agl	málaglik	málaglik	áai	mlglk
m	ál	agß	málagßik	málagszik	áai	mlgßk
m	ál	agz	málagzik	málagzik	áai	mlgzk
m	ál	ajl	málajlik	málajlik	áai	mljlk
m	ál	akl	málaklik	málaklik	áai	mlklk
m	ál	akß	málakßik	málakszik	áai	mlkßk
m	ál	aml	málamlik	málamlik	áai	mlmlk
m	ál	apß	málapßik	málapszik	áai	mlpßk
m	ál	arz	málarzik	málarzik	áai	mlrzk
m	ál	asl	málaslik	málaslik	áai	mlslk
m	ar	á¥l	mará¥lik	maránylik	aái	mr¥lk
m	ar	ádz	marádzik	marádzik	aái	mrdzk
m	ar	ágl	maráglik	maráglik	aái	mrglk
m	ar	ágz	marágzik	marágzik	aái	mrgzk
m	ár	adz	máradzik	máradzik	áai	mrdzk
m	ár	agl	máraglik	máraglik	áai	mrglk
m	ár	agß	máragßik	máragszik	áai	mrgßk
m	ár	agz	máragzik	máragzik	áai	mrgzk
m	ár	ajl	márajlik	márajlik	áai	mrjlk
m	ár	akl	máraklik	máraklik	áai	mrklk
m	ár	akß	márakßik	márakszik	áai	mrkßk
m	ár	aml	máramlik	máramlik	áai	mrmlk
m	ár	apß	márapßik	márapszik	áai	mrpßk
m	ár	asl	máraslik	máraslik	áai	mrslk
m	arj	á¥l	marjá¥lik	marjánylik	aái	mrj¥lk
m	arj	ádz	marjádzik	marjádzik	aái	mrjdzk
m	arj	ágl	marjáglik	marjáglik	aái	mrjglk
m	arj	ágz	marjágzik	marjágzik	aái	mrjgzk
m	arj	árz	marjárzik	marjárzik	aái	mrjrzk
m	at	á¥l	matá¥lik	matánylik	aái	mt¥lk
m	at	ádz	matádzik	matádzik	aái	mtdzk
m	at	ágl	matáglik	matáglik	aái	mtglk
m	at	ágz	matágzik	matágzik	aái	mtgzk
m	at	árz	matárzik	matárzik	aái	mtrzk
m	eh	é¥l	mehé¥lik	mehénylik	eéi	mh¥lk
m	eh	égß	mehégßik	mehégszik	eéi	mhgßk
m	eh	ékß	mehékßik	mehékszik	eéi	mhkßk
m	el	é¥l	melé¥lik	melénylik	eéi	ml¥lk
m	el	égß	melégßik	melégszik	eéi	mlgßk
m	el	ékß	melékßik	melékszik	eéi	mlkßk
m	él	edz	méledzik	méledzik	éei	mldzk
m	él	egl	méleglik	méleglik	éei	mlglk
m	él	egß	mélegßik	mélegszik	éei	mlgßk
m	él	egz	mélegzik	mélegzik	éei	mlgzk
m	él	ejl	mélejlik	mélejlik	éei	mljlk
m	él	ekß	mélekßik	mélekszik	éei	mlkßk
m	él	eml	mélemlik	mélemlik	éei	mlmlk
m	él	epß	mélepßik	mélepszik	éei	mlpßk
m	él	esl	méleslik	méleslik	éei	mlslk
m	er	é¥l	meré¥lik	merénylik	eéi	mr¥lk
m	er	égß	merégßik	merégszik	eéi	mrgßk
m	er	ékß	merékßik	merékszik	eéi	mrkßk
m	ér	edz	méredzik	méredzik	éei	mrdzk
m	ér	egl	méreglik	méreglik	éei	mrglk
m	ér	egß	méregßik	méregszik	éei	mrgßk
m	ér	egz	méregzik	méregzik	éei	mrgzk
m	ér	ejl	mérejlik	mérejlik	éei	mrjlk
m	ér	ekß	mérekßik	mérekszik	éei	mrkßk
m	ér	eml	méremlik	méremlik	éei	mrmlk
m	ér	epß	mérepßik	mérepszik	éei	mrpßk
m	ér	esl	méreslik	méreslik	éei	mrslk
m	et	é¥l	meté¥lik	meténylik	eéi	mt¥lk
m	et	égß	metégßik	metégszik	eéi	mtgßk
m	et	ékß	metékßik	metékszik	eéi	mtkßk
m	ib	á¥l	mibá¥lik	mibánylik	iái	mb¥lk
m	ib	adz	mibadzik	mibadzik	iai	mbdzk
m	ib	ádz	mibádzik	mibádzik	iái	mbdzk
m	ib	agl	mibaglik	mibaglik	iai	mbglk
m	ib	ágl	mibáglik	mibáglik	iái	mbglk
m	ib	agß	mibagßik	mibagszik	iai	mbgßk
m	ib	agz	mibagzik	mibagzik	iai	mbgzk
m	ib	ágz	mibágzik	mibágzik	iái	mbgzk
m	ib	ajl	mibajlik	mibajlik	iai	mbjlk
m	ib	akl	mibaklik	mibaklik	iai	mbklk
m	ib	akß	mibakßik	mibakszik	iai	mbkßk
m	ib	aml	mibamlik	mibamlik	iai	mbmlk
m	ib	apß	mibapßik	mibapszik	iai	mbpßk
m	ib	arz	mibarzik	mibarzik	iai	mbrzk
m	ib	árz	mibárzik	mibárzik	iái	mbrzk
m	ib	asl	mibaslik	mibaslik	iai	mbslk
m	ib	é¥l	mibé¥lik	mibénylik	iéi	mb¥lk
m	ib	edz	mibedzik	mibedzik	iei	mbdzk
m	ib	egl	mibeglik	mibeglik	iei	mbglk
m	ib	egß	mibegßik	mibegszik	iei	mbgßk
m	ib	égß	mibégßik	mibégszik	iéi	mbgßk
m	ib	egz	mibegzik	mibegzik	iei	mbgzk
m	ib	ejl	mibejlik	mibejlik	iei	mbjlk
m	ib	ekß	mibekßik	mibekszik	iei	mbkßk
m	ib	ékß	mibékßik	mibékszik	iéi	mbkßk
m	ib	eml	mibemlik	mibemlik	iei	mbmlk
m	ib	epß	mibepßik	mibepszik	iei	mbpßk
m	ib	esl	mibeslik	mibeslik	iei	mbslk
m	ih	á¥l	mihá¥lik	mihánylik	iái	mh¥lk
m	ih	adz	mihadzik	mihadzik	iai	mhdzk
m	ih	ádz	mihádzik	mihádzik	iái	mhdzk
m	ih	agl	mihaglik	mihaglik	iai	mhglk
m	ih	ágl	miháglik	miháglik	iái	mhglk
m	ih	agß	mihagßik	mihagszik	iai	mhgßk
m	ih	agz	mihagzik	mihagzik	iai	mhgzk
m	ih	ágz	mihágzik	mihágzik	iái	mhgzk
m	ih	ajl	mihajlik	mihajlik	iai	mhjlk
m	ih	akl	mihaklik	mihaklik	iai	mhklk
m	ih	akß	mihakßik	mihakszik	iai	mhkßk
m	ih	aml	mihamlik	mihamlik	iai	mhmlk
m	ih	apß	mihapßik	mihapszik	iai	mhpßk
m	ih	arz	miharzik	miharzik	iai	mhrzk
m	ih	árz	mihárzik	mihárzik	iái	mhrzk
m	ih	asl	mihaslik	mihaslik	iai	mhslk
m	ih	é¥l	mihé¥lik	mihénylik	iéi	mh¥lk
m	ih	edz	mihedzik	mihedzik	iei	mhdzk
m	ih	egl	miheglik	miheglik	iei	mhglk
m	ih	egß	mihegßik	mihegszik	iei	mhgßk
m	ih	égß	mihégßik	mihégszik	iéi	mhgßk
m	ih	egz	mihegzik	mihegzik	iei	mhgzk
m	ih	ejl	mihejlik	mihejlik	iei	mhjlk
m	ih	ekß	mihekßik	mihekszik	iei	mhkßk
m	ih	ékß	mihékßik	mihékszik	iéi	mhkßk
m	ih	eml	mihemlik	mihemlik	iei	mhmlk
m	ih	epß	mihepßik	mihepszik	iei	mhpßk
m	ih	esl	miheslik	miheslik	iei	mhslk
m	il	á¥l	milá¥lik	milánylik	iái	ml¥lk
m	il	adz	miladzik	miladzik	iai	mldzk
m	il	ádz	miládzik	miládzik	iái	mldzk
m	il	agl	milaglik	milaglik	iai	mlglk
m	il	ágl	miláglik	miláglik	iái	mlglk
m	il	agß	milagßik	milagszik	iai	mlgßk
m	il	agz	milagzik	milagzik	iai	mlgzk
m	il	ágz	milágzik	milágzik	iái	mlgzk
m	il	ajl	milajlik	milajlik	iai	mljlk
m	il	akl	milaklik	milaklik	iai	mlklk
m	il	akß	milakßik	milakszik	iai	mlkßk
m	il	aml	milamlik	milamlik	iai	mlmlk
m	il	apß	milapßik	milapszik	iai	mlpßk
m	il	arz	milarzik	milarzik	iai	mlrzk
m	il	árz	milárzik	milárzik	iái	mlrzk
m	il	asl	milaslik	milaslik	iai	mlslk
m	il	é¥l	milé¥lik	milénylik	iéi	ml¥lk
m	il	edz	miledzik	miledzik	iei	mldzk
m	il	egl	mileglik	mileglik	iei	mlglk
m	il	egß	milegßik	milegszik	iei	mlgßk
m	il	égß	milégßik	milégszik	iéi	mlgßk
m	il	egz	milegzik	milegzik	iei	mlgzk
m	il	ejl	milejlik	milejlik	iei	mljlk
m	il	ekß	milekßik	milekszik	iei	mlkßk
m	il	ékß	milékßik	milékszik	iéi	mlkßk
m	il	eml	milemlik	milemlik	iei	mlmlk
m	il	epß	milepßik	milepszik	iei	mlpßk
m	il	esl	mileslik	mileslik	iei	mlslk
m	ir	á¥l	mirá¥lik	miránylik	iái	mr¥lk
m	ir	adz	miradzik	miradzik	iai	mrdzk
m	ir	ádz	mirádzik	mirádzik	iái	mrdzk
m	ir	agl	miraglik	miraglik	iai	mrglk
m	ir	ágl	miráglik	miráglik	iái	mrglk
m	ir	agß	miragßik	miragszik	iai	mrgßk
m	ir	agz	miragzik	miragzik	iai	mrgzk
m	ir	ágz	mirágzik	mirágzik	iái	mrgzk
m	ir	ajl	mirajlik	mirajlik	iai	mrjlk
m	ir	akl	miraklik	miraklik	iai	mrklk
m	ir	akß	mirakßik	mirakszik	iai	mrkßk
m	ir	aml	miramlik	miramlik	iai	mrmlk
m	ir	apß	mirapßik	mirapszik	iai	mrpßk
m	ir	asl	miraslik	miraslik	iai	mrslk
m	ir	é¥l	miré¥lik	mirénylik	iéi	mr¥lk
m	ir	edz	miredzik	miredzik	iei	mrdzk
m	ir	egl	mireglik	mireglik	iei	mrglk
m	ir	egß	miregßik	miregszik	iei	mrgßk
m	ir	égß	mirégßik	mirégszik	iéi	mrgßk
m	ir	egz	miregzik	miregzik	iei	mrgzk
m	ir	ejl	mirejlik	mirejlik	iei	mrjlk
m	ir	ekß	mirekßik	mirekszik	iei	mrkßk
m	ir	ékß	mirékßik	mirékszik	iéi	mrkßk
m	ir	eml	miremlik	miremlik	iei	mrmlk
m	ir	epß	mirepßik	mirepszik	iei	mrpßk
m	ir	esl	mireslik	mireslik	iei	mrslk
m	iv	á¥l	mivá¥lik	miványlik	iái	mv¥lk
m	iv	adz	mivadzik	mivadzik	iai	mvdzk
m	iv	ádz	mivádzik	mivádzik	iái	mvdzk
m	iv	agl	mivaglik	mivaglik	iai	mvglk
m	iv	ágl	miváglik	miváglik	iái	mvglk
m	iv	agß	mivagßik	mivagszik	iai	mvgßk
m	iv	agz	mivagzik	mivagzik	iai	mvgzk
m	iv	ágz	mivágzik	mivágzik	iái	mvgzk
m	iv	ajl	mivajlik	mivajlik	iai	mvjlk
m	iv	akl	mivaklik	mivaklik	iai	mvklk
m	iv	akß	mivakßik	mivakszik	iai	mvkßk
m	iv	aml	mivamlik	mivamlik	iai	mvmlk
m	iv	apß	mivapßik	mivapszik	iai	mvpßk
m	iv	arz	mivarzik	mivarzik	iai	mvrzk
m	iv	árz	mivárzik	mivárzik	iái	mvrzk
m	iv	asl	mivaslik	mivaslik	iai	mvslk
m	iv	é¥l	mivé¥lik	mivénylik	iéi	mv¥lk
m	iv	edz	mivedzik	mivedzik	iei	mvdzk
m	iv	egl	miveglik	miveglik	iei	mvglk
m	iv	egß	mivegßik	mivegszik	iei	mvgßk
m	iv	égß	mivégßik	mivégszik	iéi	mvgßk
m	iv	egz	mivegzik	mivegzik	iei	mvgzk
m	iv	ejl	mivejlik	mivejlik	iei	mvjlk
m	iv	ekß	mivekßik	mivekszik	iei	mvkßk
m	iv	ékß	mivékßik	mivékszik	iéi	mvkßk
m	iv	eml	mivemlik	mivemlik	iei	mvmlk
m	iv	epß	mivepßik	mivepszik	iei	mvpßk
m	iv	esl	miveslik	miveslik	iei	mvslk
m	ob	ódz	mobódzik	mobódzik	oói	mbdzk
m	og	ódz	mogódzik	mogódzik	oói	mgdzk
m	oh	ódz	mohódzik	mohódzik	oói	mhdzk
m	ol	ódz	molódzik	molódzik	oói	mldzk
m	ól	o¥l	mólo¥lik	mólonylik	óoi	ml¥lk
m	ól	okl	móloklik	móloklik	óoi	mlklk
m	ól	orz	mólorzik	mólorzik	óoi	mlrzk
m	ól	osl	móloslik	móloslik	óoi	mlslk
m	or	ódz	moródzik	moródzik	oói	mrdzk
m	ör	ődz	mörődzik	mörődzik	öői	mrdzk
m	ör	űdz	mörűdzik	mörűdzik	öűi	mrdzk
m	orj	ódz	morjódzik	morjódzik	oói	mrjdzk
m	öt	ődz	mötődzik	mötődzik	öői	mtdzk
m	öt	őrz	mötőrzik	mötőrzik	öői	mtrzk
m	öt	űdz	mötűdzik	mötűdzik	öűi	mtdzk
m	öv	ődz	mövődzik	mövődzik	öői	mvdzk
m	öv	őrz	mövőrzik	mövőrzik	öői	mvrzk
m	öv	űdz	mövűdzik	mövűdzik	öűi	mvdzk
m	ub	o¥l	mubo¥lik	mubonylik	uoi	mb¥lk
m	ub	ódz	mubódzik	mubódzik	uói	mbdzk
m	ub	okl	muboklik	muboklik	uoi	mbklk
m	ub	orz	muborzik	muborzik	uoi	mbrzk
m	ub	osl	muboslik	muboslik	uoi	mbslk
m	ug	o¥l	mugo¥lik	mugonylik	uoi	mg¥lk
m	ug	ódz	mugódzik	mugódzik	uói	mgdzk
m	ug	okl	mugoklik	mugoklik	uoi	mgklk
m	ug	orz	mugorzik	mugorzik	uoi	mgrzk
m	ug	osl	mugoslik	mugoslik	uoi	mgslk
m	ül	ődz	mülődzik	mülődzik	üői	mldzk
m	ül	ökl	mülöklik	mülöklik	üöi	mlklk
m	ül	őrz	mülőrzik	mülőrzik	üői	mlrzk
m	ül	ösl	mülöslik	mülöslik	üöi	mlslk
m	ül	űdz	mülűdzik	mülűdzik	üűi	mldzk
m	ur	o¥l	muro¥lik	muronylik	uoi	mr¥lk
m	ur	ódz	muródzik	muródzik	uói	mrdzk
m	ur	okl	muroklik	muroklik	uoi	mrklk
m	ur	osl	muroslik	muroslik	uoi	mrslk
m	ür	ődz	mürődzik	mürődzik	üői	mrdzk
m	ür	ökl	müröklik	müröklik	üöi	mrklk
m	ür	ösl	müröslik	müröslik	üöi	mrslk
m	ür	űdz	mürűdzik	mürűdzik	üűi	mrdzk
m	űr	ődz	műrődzik	műrődzik	űői	mrdzk
m	űr	ökl	műröklik	műröklik	űöi	mrklk
m	űr	ösl	műröslik	műröslik	űöi	mrslk
m	urj	o¥l	murjo¥lik	murjonylik	uoi	mrj¥lk
m	urj	ódz	murjódzik	murjódzik	uói	mrjdzk
m	urj	okl	murjoklik	murjoklik	uoi	mrjklk
m	urj	orz	murjorzik	murjorzik	uoi	mrjrzk
m	urj	osl	murjoslik	murjoslik	uoi	mrjslk
n	ag	á¥l	nagá¥lik	nagánylik	aái	ng¥lk
n	ag	ádz	nagádzik	nagádzik	aái	ngdzk
n	ag	árz	nagárzik	nagárzik	aái	ngrzk
n	ág	adz	nágadzik	nágadzik	áai	ngdzk
n	ág	ajl	nágajlik	nágajlik	áai	ngjlk
n	ág	akl	nágaklik	nágaklik	áai	ngklk
n	ág	akß	nágakßik	nágakszik	áai	ngkßk
n	ág	aml	nágamlik	nágamlik	áai	ngmlk
n	ág	apß	nágapßik	nágapszik	áai	ngpßk
n	ág	arz	nágarzik	nágarzik	áai	ngrzk
n	ág	asl	nágaslik	nágaslik	áai	ngslk
n	al	á¥l	nalá¥lik	nalánylik	aái	nl¥lk
n	al	ádz	naládzik	naládzik	aái	nldzk
n	al	ágl	naláglik	naláglik	aái	nlglk
n	al	ágz	nalágzik	nalágzik	aái	nlgzk
n	al	árz	nalárzik	nalárzik	aái	nlrzk
n	ál	adz	náladzik	náladzik	áai	nldzk
n	ál	agl	nálaglik	nálaglik	áai	nlglk
n	ál	agß	nálagßik	nálagszik	áai	nlgßk
n	ál	agz	nálagzik	nálagzik	áai	nlgzk
n	ál	ajl	nálajlik	nálajlik	áai	nljlk
n	ál	akl	nálaklik	nálaklik	áai	nlklk
n	ál	akß	nálakßik	nálakszik	áai	nlkßk
n	ál	aml	nálamlik	nálamlik	áai	nlmlk
n	ál	apß	nálapßik	nálapszik	áai	nlpßk
n	ál	arz	nálarzik	nálarzik	áai	nlrzk
n	ál	asl	nálaslik	nálaslik	áai	nlslk
n	ar	á¥l	nará¥lik	naránylik	aái	nr¥lk
n	ar	ádz	narádzik	narádzik	aái	nrdzk
n	ar	ágl	naráglik	naráglik	aái	nrglk
n	ar	ágz	narágzik	narágzik	aái	nrgzk
n	ár	adz	náradzik	náradzik	áai	nrdzk
n	ár	agl	náraglik	náraglik	áai	nrglk
n	ár	agß	náragßik	náragszik	áai	nrgßk
n	ár	agz	náragzik	náragzik	áai	nrgzk
n	ár	ajl	nárajlik	nárajlik	áai	nrjlk
n	ár	akl	náraklik	náraklik	áai	nrklk
n	ár	akß	nárakßik	nárakszik	áai	nrkßk
n	ár	aml	náramlik	náramlik	áai	nrmlk
n	ár	apß	nárapßik	nárapszik	áai	nrpßk
n	ár	asl	náraslik	náraslik	áai	nrslk
n	arj	á¥l	narjá¥lik	narjánylik	aái	nrj¥lk
n	arj	ádz	narjádzik	narjádzik	aái	nrjdzk
n	arj	ágl	narjáglik	narjáglik	aái	nrjglk
n	arj	ágz	narjágzik	narjágzik	aái	nrjgzk
n	arj	árz	narjárzik	narjárzik	aái	nrjrzk
n	at	á¥l	natá¥lik	natánylik	aái	nt¥lk
n	at	ádz	natádzik	natádzik	aái	ntdzk
n	at	ágl	natáglik	natáglik	aái	ntglk
n	at	ágz	natágzik	natágzik	aái	ntgzk
n	at	árz	natárzik	natárzik	aái	ntrzk
n	eh	é¥l	nehé¥lik	nehénylik	eéi	nh¥lk
n	eh	égß	nehégßik	nehégszik	eéi	nhgßk
n	eh	ékß	nehékßik	nehékszik	eéi	nhkßk
n	el	é¥l	nelé¥lik	nelénylik	eéi	nl¥lk
n	el	égß	nelégßik	nelégszik	eéi	nlgßk
n	el	ékß	nelékßik	nelékszik	eéi	nlkßk
n	él	edz	néledzik	néledzik	éei	nldzk
n	él	egl	néleglik	néleglik	éei	nlglk
n	él	egß	nélegßik	nélegszik	éei	nlgßk
n	él	egz	nélegzik	nélegzik	éei	nlgzk
n	él	ejl	nélejlik	nélejlik	éei	nljlk
n	él	ekß	nélekßik	nélekszik	éei	nlkßk
n	él	eml	nélemlik	nélemlik	éei	nlmlk
n	él	epß	nélepßik	nélepszik	éei	nlpßk
n	él	esl	néleslik	néleslik	éei	nlslk
n	er	é¥l	neré¥lik	nerénylik	eéi	nr¥lk
n	er	égß	nerégßik	nerégszik	eéi	nrgßk
n	er	ékß	nerékßik	nerékszik	eéi	nrkßk
n	ér	edz	néredzik	néredzik	éei	nrdzk
n	ér	egl	néreglik	néreglik	éei	nrglk
n	ér	egß	néregßik	néregszik	éei	nrgßk
n	ér	egz	néregzik	néregzik	éei	nrgzk
n	ér	ejl	nérejlik	nérejlik	éei	nrjlk
n	ér	ekß	nérekßik	nérekszik	éei	nrkßk
n	ér	eml	néremlik	néremlik	éei	nrmlk
n	ér	epß	nérepßik	nérepszik	éei	nrpßk
n	ér	esl	néreslik	néreslik	éei	nrslk
n	et	é¥l	neté¥lik	neténylik	eéi	nt¥lk
n	et	égß	netégßik	netégszik	eéi	ntgßk
n	et	ékß	netékßik	netékszik	eéi	ntkßk
n	ib	á¥l	nibá¥lik	nibánylik	iái	nb¥lk
n	ib	adz	nibadzik	nibadzik	iai	nbdzk
n	ib	ádz	nibádzik	nibádzik	iái	nbdzk
n	ib	agl	nibaglik	nibaglik	iai	nbglk
n	ib	ágl	nibáglik	nibáglik	iái	nbglk
n	ib	agß	nibagßik	nibagszik	iai	nbgßk
n	ib	agz	nibagzik	nibagzik	iai	nbgzk
n	ib	ágz	nibágzik	nibágzik	iái	nbgzk
n	ib	ajl	nibajlik	nibajlik	iai	nbjlk
n	ib	akl	nibaklik	nibaklik	iai	nbklk
n	ib	akß	nibakßik	nibakszik	iai	nbkßk
n	ib	aml	nibamlik	nibamlik	iai	nbmlk
n	ib	apß	nibapßik	nibapszik	iai	nbpßk
n	ib	arz	nibarzik	nibarzik	iai	nbrzk
n	ib	árz	nibárzik	nibárzik	iái	nbrzk
n	ib	asl	nibaslik	nibaslik	iai	nbslk
n	ib	é¥l	nibé¥lik	nibénylik	iéi	nb¥lk
n	ib	edz	nibedzik	nibedzik	iei	nbdzk
n	ib	egl	nibeglik	nibeglik	iei	nbglk
