cvc	cc	type	cselekednek	cselekszenek
mőnyözik	mőnyzik	cselekedtek	mőnyöztek	mőnyzettek
murolik	murlik	cselekedtek	muroltak	murlottak
mógudik	mógszik	cselekedne	mógudna	mógszana
bőközik	bőkszik	cselekedni	bőközni	bőkszeni
röszölik	röszlik	cselekednek	röszölnek	röszlenek
bőzsilik	bőzslik	cselekedtek	bőzsiltek	bőzslettek
köndünölik	köndünlik	cselekedne	köndünölne	köndünlene
fizböküszik	fizbökszik	cselekedni	fizböküszni	fizbökszeni
reridik	rerdik	cselekedne	reridne	rerdene
mőgerik	mőgrik	cselekedtek	mőgertek	mőgrettek
káloszik	kálszik	cselekedtek	kálosztak	kálszottak
dukodik	dukszik	cselekedtek	dukodtok	dukszotok
rozimulik	rozimlik	cselekedne	rozimulne	rozimlene
püszilik	püszlik	cselekednek	püszilnek	püszlenek
prűrgítűkösödik	prűrgítűköslik	cselekedtek	prűrgítűkösödtek	prűrgítűköslettek
lédeközik	lédekzik	cselekedni	lédeközni	lédekzeni
strézleklűrözik	strézleklűrzik	cselekedtek	strézleklűröztek	strézleklűrzettek
vedügedik	vedügszik	cselekedne	vedügedne	vedügszene
naskikúrodik	naskikúrdik	cselekedni	naskúrodikni	naskúrdikani
púgalik	púglik	cselekednek	púgalnak	púglanak
mőnyözik	mőnyzik	cselekedtek	mőnyöztek	mőnyzettek
rílmonyalik	rílmonylik	cselekedne	rílmonyalna	rílmonylana
ruzsalik	ruzslik	cselekednek	ruzsalnak	ruzslanak
dikaszik	dikszik	cselekedtek	dasziktek	dszikettek
vulugarik	vulugrik	cselekedne	vulugarna	vulugrana
süzsilik	süzslik	cselekednek	süzsilnek	süzslenek
rütigyűvipidik	rütigyűvipdik	cselekedni	rütigyűvipidni	rütigyűvipdeni
kőnölik	kőnlik	cselekednek	kőnölnek	kőnlenek
vünyildikidik	vünyildikdik	cselekedtek	vünyildidiktek	vünyilddikettek
bószolik	bószlik	cselekedne	bószolna	bószlana
bopodik	bopszik	cselekednek	bopodnak	bopszanak
lígarik	lígrik	cselekedne	lígarne	lígrene
tákiszojolik	tákiszojlik	cselekedtek	tákiszojoltok	tákiszojlotok
tírajtógoszik	tírajtógszik	cselekedne	tírajtógoszna	tírajtógszana
bépebözik	bépebzik	cselekedtek	bépeböztek	bépebzettek
gítügözik	gítügzik	cselekednek	gítügöznek	gítügzenek
fisöpedik	fisöpdik	cselekedne	fisöpedne	fisöpdene
podakodik	podakdik	cselekedne	podakodna	podakdana
tégitűzőgedik	tégitűzőgdik	cselekedtek	tégitűzőgedtek	tégitűzőgdettek
nipszoszulik	nipszoszlik	cselekedtek	nipszoszultak	nipszoszlottak
fópudalik	fópudlik	cselekedni	fópudalni	fópudlani
bívupodik	bívupszik	cselekedtek	bívupodtak	bívupszottak
tegedik	tegdik	cselekednek	tegednek	tegdenek
kotunyuzik	kotunyzik	cselekedne	kotunyuzna	kotunyzana
ríkezik	ríkzik	cselekedne	ríkezne	ríkzene
púlanozik	púlanzik	cselekedni	púlanozni	púlanzani
gosolik	goslik	cselekedtek	gosoltok	goslotok
götegödik	götegdik	cselekedtek	götegödtek	götegdettek
meközik	mekzik	cselekedni	meközni	mekzeni
bögüzseríszölik	bögüzseríszlik	cselekednek	bögüzseríszölnek	bögüzseríszlenek
dőrödik	dőrdik	cselekednek	dőrödnek	dőrdenek
lédeközik	lédekzik	cselekedne	lédeközne	lédekzene
míközik	míkszik	cselekedtek	míköztek	míkszettek
fúpumúluszik	fúpumúlszik	cselekedne	fúpumúluszna	fúpumúlszana
dospinyozik	dospinyzik	cselekedtek	dospinyoztek	dospinyzettek
bublulodik	bublulszik	cselekedni	bublulodni	bublulszani
livokúloguszik	livokúlogszik	cselekednek	livokúlogusznak	livokúlogszanak
ditanyulik	ditanylik	cselekedtek	ditanyultok	ditanylotok
buzsulik	buzslik	cselekedni	buzsulni	buzslani
púmanyíruzik	púmanyírzik	cselekedne	púmanyíruzne	púmanyírzene
zódalik	zódlik	cselekednek	zódalnak	zódlanak
kirízézémelik	kirízézémlik	cselekedni	kirízézémelni	kirízézémleni
kúmíjolik	kúmíjlik	cselekedtek	kúmíjoltek	kúmíjlettek
kijürelik	kijürlik	cselekednek	kijürelnek	kijürlenek
ruzsalik	ruzslik	cselekedne	ruzsalna	ruzslana
sűgysösedik	sűgysöslik	cselekedtek	sűgysösedtek	sűgysöslettek
tirotulik	tirotlik	cselekednek	tirotulnak	tirotlanak
gúrgokozik	gúrgokzik	cselekednek	gúrgokoznak	gúrgokzanak
kúlpugudik	kúlpugszik	cselekedne	kúlpugudna	kúlpugszana
bőzsilik	bőzslik	cselekedni	bőzsilni	bőzsleni
dazonuzik	dazonzik	cselekedtek	dazonuztok	dazonzotok
füsztötölik	füsztötlik	cselekedni	füsztötölni	füsztötleni
kígedik	kígdik	cselekednek	kígednek	kígdenek
tríkulik	tríklik	cselekedni	tríkulni	tríkleni
kerögedik	kerögszik	cselekedtek	kerögedtek	kerögszettek
sígurik	sígrik	cselekedni	sígurni	sígreni
pőrügülényözik	pőrügülényzik	cselekednek	pőrügülényöznek	pőrügülényzenek
kőselőközik	kőselőkzik	cselekedne	kőselőközne	kőselőkzene
zsütüpidik	zsütüpszik	cselekedni	zsütüpidni	zsütüpszeni
vinigyügözik	vinigyügzik	cselekedtek	vinigyügöztek	vinigyügzettek
sűgölik	sűglik	cselekedtek	sűgöltek	sűglettek
biveködik	bivekdik	cselekedtek	biveködtek	bivekdettek
píszumozik	píszumzik	cselekednek	píszumoznak	píszumzanak
lúsulik	lúslik	cselekedni	lúsulni	lúslani
beveködik	bevekdik	cselekedne	beveködne	bevekdene
rűlödik	rűlszik	cselekedne	rűlödne	rűlszene
béfegeszik	béfegszik	cselekedtek	béfegesztek	béfegszettek
rőrtegödik	rőrtegdik	cselekednek	rőrtegödnek	rőrtegdenek
tipürölik	tipürlik	cselekedtek	tipüröltek	tipürlettek
tűkedik	tűkszik	cselekedni	tűkedni	tűkszeni
sűgysösedik	sűgysöslik	cselekednek	sűgysösednek	sűgysöslenek
mőgöszik	mőgszik	cselekedni	mőgöszni	mőgszeni
fiskümölik	fiskümlik	cselekedne	fiskümölne	fiskümlene
kázolik	kázlik	cselekedni	kázolni	kázlani
kőgömölik	kőgömlik	cselekedne	kőgömölne	kőgömlene
rukamulik	rukamlik	cselekedni	rukamulni	rukamlani
tonyuzik	tonyzik	cselekedni	tonyuzni	tonyzani
föbizik	föbzik	cselekedtek	föbiztek	föbzettek
tégitűzőgedik	tégitűzőgdik	cselekedtek	tégitűzőgedtek	tégitűzőgdettek
nukogópudik	nukogópdik	cselekedtek	nukogópudtok	nukogópdotok
büvíjezik	büvíjzik	cselekedne	büvíjezne	büvíjzene
lagolik	laglik	cselekedtek	lagoltok	laglotok
fépidik	fépdik	cselekedni	fépidni	fépdeni
túgogodik	túgogszik	cselekedne	túgogodna	túgogszana
dukodik	dukszik	cselekedtek	dukodtak	dukszottak
fépüdelik	fépüdlik	cselekednek	fépüdelnek	fépüdlenek
tüdögödik	tüdögdik	cselekedtek	tüdögödtek	tüdögdettek
böbedölik	böbedlik	cselekednek	böbedölnek	böbedlenek
drartirtirudik	drartirtirdik	cselekednek	drartirtirudnek	drartirtirdenek
sígurik	sígrik	cselekedtek	sígurtek	sígrettek
dígünyölik	dígünylik	cselekedtek	dígünyöltek	dígünylettek
bíkörövigidik	bíkörövigdik	cselekedni	bíkörövigidni	bíkörövigdeni
vúdasodolik	vúdasodlik	cselekedtek	vúdasodoltok	vúdasodlotok
nuvisudik	nuvislik	cselekedni	nuvisudni	nuvisleni
mivakozik	mivakzik	cselekedtek	mivakoztak	mivakzottak
tugudik	tugdik	cselekedne	tugudna	tugdana
pétügelik	pétüglik	cselekedtek	pétügeltek	pétüglettek
tírajtógoszik	tírajtógszik	cselekedni	tírajtógoszni	tírajtógszani
zikizik	zikszik	cselekednek	ziziknek	zszikenek
filenölik	filenlik	cselekedne	filenölne	filenlene
vőmpepüdölik	vőmpepüdlik	cselekedni	vőmpepüdölni	vőmpepüdleni
mörigükölik	mörigüklik	cselekedni	mörigükölni	mörigükleni
vogazolik	vogazlik	cselekedni	vogazolni	vogazlani
söjközgűgerik	söjközgűgrik	cselekedni	söjközgűgerni	söjközgűgreni
líbizik	líbzik	cselekedtek	líbiztek	líbzettek
szávuszlúralik	szávuszlúrlik	cselekedne	szávuszlúralna	szávuszlúrlana
sziszkesidik	sziszkeslik	cselekedtek	sziszkesidtek	sziszkeslettek
gökidik	gökszik	cselekedni	gökidni	gökszeni
gőkezik	gőkzik	cselekednek	gőkeznek	gőkzenek
nidrakudik	nidrakdik	cselekedtek	nidrakudtak	nidrakdottak
szávuszlúralik	szávuszlúrlik	cselekedtek	szávuszlúraltak	szávuszlúrlottak
bűmözik	bűmzik	cselekedne	bűmözne	bűmzene
löjezik	löjzik	cselekedne	löjezne	löjzene
szugozik	szugzik	cselekednek	szugoznak	szugzanak
tizalaszik	tizalszik	cselekednek	tizalasznak	tizalszanak
jűmbítögödik	jűmbítögdik	cselekednek	jűmbítögödnek	jűmbítögdenek
nűpzelőlödik	nűpzelőlszik	cselekedtek	nűpzelőlödtek	nűpzelőlszettek
figzütegödik	figzütegszik	cselekedtek	figzütegödtek	figzütegszettek
lagolik	laglik	cselekedne	lagolna	laglana
gűdönölik	gűdönlik	cselekedne	gűdönölne	gűdönlene
dútukodik	dútukszik	cselekedne	dútukodna	dútukszana
pümbömizik	pümbömzik	cselekedtek	pümbömiztek	pümbömzettek
sűgysösedik	sűgysöslik	cselekedtek	sűgysösedtek	sűgysöslettek
füsztötölik	füsztötlik	cselekedtek	füsztötöltek	füsztötlettek
mőgerik	mőgrik	cselekednek	mőgernek	mőgrenek
dőrödik	dőrdik	cselekedni	dőrödni	dőrdeni
vüfekölik	vüfeklik	cselekedtek	vüfeköltek	vüfeklettek
figzütegödik	figzütegszik	cselekednek	figzütegödnek	figzütegszenek
dinalik	dinlik	cselekedni	dinalni	dinleni
brangarozik	brangarzik	cselekedni	brangarozni	brangarzani
kőnyepedik	kőnyepdik	cselekedtek	kőnyepedtek	kőnyepdettek
köndünölik	köndünlik	cselekedtek	köndünöltek	köndünlettek
gőkezik	gőkzik	cselekedtek	gőkeztek	gőkzettek
szonyínulik	szonyínlik	cselekednek	szonyínulnek	szonyínlenek
szürjeköriködik	szürjekörikdik	cselekedtek	szürjekörödiktek	szürjekördikettek
rűzüsölik	rűzüslik	cselekedtek	rűzüsöltek	rűzüslettek
salmutáralik	salmutárlik	cselekedtek	salmutáraltok	salmutárlotok
fűgzegödik	fűgzegszik	cselekedni	fűgzegödni	fűgzegszeni
vósalik	vóslik	cselekednek	vósalnak	vóslanak
nugínyozik	nugínyzik	cselekedtek	nugínyoztek	nugínyzettek
sőbedegödik	sőbedegszik	cselekedne	sőbedegödne	sőbedegszene
zortíkalik	zortíklik	cselekedni	zortíkalni	zortíkleni
tenigtélíszölik	tenigtélíszlik	cselekedtek	tenigtélíszöltek	tenigtélíszlettek
kéfívübékölik	kéfívübéklik	cselekednek	kéfívübékölnek	kéfívübéklenek
tőzilik	tőzlik	cselekednek	tőzilnek	tőzlenek
müszölik	müszlik	cselekedtek	müszöltek	müszlettek
dujozik	dujzik	cselekednek	dujoznak	dujzanak
műkötetelik	műkötetlik	cselekedne	műkötetelne	műkötetlene
sígolik	síglik	cselekedtek	sígoltek	síglettek
tipürölik	tipürlik	cselekedtek	tipüröltek	tipürlettek
metölik	metlik	cselekednek	metölnek	metlenek
dárodik	dárdik	cselekedni	dárodni	dárdani
dozsalik	dozslik	cselekedtek	dozsaltak	dozslottak
köleközik	kölekzik	cselekedni	köleközni	kölekzeni
túkodik	túkszik	cselekedtek	túkodtak	túkszottak
sküszüdölik	sküszüdlik	cselekedtek	sküszüdöltek	sküszüdlettek
pútulik	pútlik	cselekedtek	pútultok	pútlotok
löjezik	löjzik	cselekednek	löjeznek	löjzenek
búdalik	búdlik	cselekedni	búdalni	búdlani
rikuszik	rikszik	cselekedtek	rusziktek	rszikettek
prigerik	prigrik	cselekedne	prigerne	prigrene
sömügödik	sömügszik	cselekedtek	sömügödtek	sömügszettek
röderigüszik	röderigszik	cselekednek	röderigüsznek	röderigszenek
mósudik	móslik	cselekedtek	mósudtok	móslotok
tűldönyölik	tűldönylik	cselekedni	tűldönyölni	tűldönyleni
kagupkálanulik	kagupkálanlik	cselekedni	kagupkálanulni	kagupkálanlani
rílmonyalik	rílmonylik	cselekedtek	rílmonyaltok	rílmonylotok
vőpödik	vőpszik	cselekedtek	vőpödtek	vőpszettek
kegíkezik	kegíkzik	cselekedtek	kegíkeztek	kegíkzettek
rizalik	rizlik	cselekedtek	rizaltek	rizlettek
lávopodik	lávopszik	cselekedne	lávopodna	lávopszana
vúgodik	vúgdik	cselekedne	vúgodna	vúgdana
fodídolik	fodídlik	cselekednek	fodídolnek	fodídlenek
stézsüjölik	stézsüjlik	cselekedne	stézsüjölne	stézsüjlene
töginezik	töginzik	cselekedni	töginezni	töginzeni
fotyumolik	fotyumlik	cselekedtek	fotyumoltak	fotyumlottak
lüködik	lükszik	cselekedtek	lüködtek	lükszettek
rukamulik	rukamlik	cselekedtek	rukamultak	rukamlottak
mívupodik	mívupdik	cselekedtek	mívupodtak	mívupdottak
jödírökizik	jödírökzik	cselekedni	jödírökizni	jödírökzeni
sidönözik	sidönzik	cselekedtek	sidönöztek	sidönzettek
frapodik	frapszik	cselekedni	frapodni	frapszani
kűközik	kűkszik	cselekedtek	kűköztek	kűkszettek
réfebűzegeszik	réfebűzegszik	cselekedtek	réfebűzegesztek	réfebűzegszettek
rónyigorik	rónyigrik	cselekedni	rónyigorni	rónyigreni
vúnkarulik	vúnkarlik	cselekednek	vúnkarulnak	vúnkarlanak
möpedik	möpszik	cselekedtek	möpedtek	möpszettek
fuzsajulik	fuzsajlik	cselekedtek	fuzsajultok	fuzsajlotok
tőjíkípűjezik	tőjíkípűjzik	cselekedtek	tőjíkípűjeztek	tőjíkípűjzettek
púzitszójolik	púzitszójlik	cselekedtek	púzitszójoltak	púzitszójlottak
dírvejepödik	dírvejepdik	cselekedtek	dírvejepödtek	dírvejepdettek
ríndígedik	ríndígdik	cselekednek	ríndígednek	ríndígdenek
kőkejözik	kőkejzik	cselekednek	kőkejöznek	kőkejzenek
mílgímuzik	mílgímzik	cselekedtek	mílgímuztek	mílgímzettek
töjilik	töjlik	cselekedtek	töjiltek	töjlettek
vöpödik	vöpszik	cselekedni	vöpödni	vöpszeni
bekízsölik	bekízslik	cselekedne	bekízsölne	bekízslene
fófosodik	fófoslik	cselekedne	fófosodna	fófoslana
pétügelik	pétüglik	cselekednek	pétügelnek	pétüglenek
mőgöszik	mőgszik	cselekedtek	mőgösztek	mőgszettek
tirotulik	tirotlik	cselekedtek	tirotultak	tirotlottak
fotkígojozik	fotkígojzik	cselekednek	fotkígojoznak	fotkígojzanak
püszilik	püszlik	cselekedni	püszilni	püszleni
pozsalik	pozslik	cselekedtek	pozsaltok	pozslotok
vísztigölik	vísztiglik	cselekedtek	vísztigöltek	vísztiglettek
rőrtegödik	rőrtegdik	cselekedni	rőrtegödni	rőrtegdeni
bónagodik	bónagszik	cselekedne	bónagodna	bónagszana
fusaszolik	fusaszlik	cselekedtek	fusaszoltok	fusaszlotok
dóbozik	dóbzik	cselekedne	dóbozna	dóbzana
digüvinözik	digüvinzik	cselekedtek	digüvinöztek	digüvinzettek
dútukodik	dútukszik	cselekedni	dútukodni	dútukszani
mőgöködik	mőgökdik	cselekedne	mőgöködne	mőgökdene
púlanozik	púlanzik	cselekedtek	púlanoztok	púlanzotok
metölik	metlik	cselekedne	metölne	metlene
fősípedik	fősípdik	cselekednek	fősípednek	fősípdenek
fálodik	fálszik	cselekedtek	fálodtak	fálszottak
píszumozik	píszumzik	cselekedni	píszumozni	píszumzani
szosikudik	szosikszik	cselekedtek	szosudiktek	szosszikettek
mibakozik	mibakszik	cselekedtek	mibakoztak	mibakszottak
podakodik	podakdik	cselekedni	podakodni	podakdani
turorodik	turordik	cselekedne	turorodna	turordana
tázasódulik	tázasódlik	cselekedni	tázasódulni	tázasódlani
tófamozik	tófamzik	cselekedne	tófamozna	tófamzana
kekirödik	kekirdik	cselekedtek	kekirödtek	kekirdettek
lőtölik	lőtlik	cselekedtek	lőtöltek	lőtlettek
séliszik	sélszik	cselekedtek	sélisztek	sélszettek
kögiszik	kögszik	cselekedne	kögiszne	kögszene
súvarbóbukozik	súvarbóbukzik	cselekednek	súvarbóbukoznak	súvarbóbukzanak
líbizik	líbzik	cselekedtek	líbiztek	líbzettek
pószulik	pószlik	cselekedtek	pószultok	pószlotok
szémlinyikedik	szémlinyikdik	cselekedni	szémlinyedikni	szémlinydikeni
spimatolik	spimatlik	cselekednek	spimatolnak	spimatlanak
kúlivúmalik	kúlivúmlik	cselekednek	kúlivúmalnak	kúlivúmlanak
píloszik	pílszik	cselekedtek	pílosztek	pílszettek
sakoguszik	sakogszik	cselekedni	sakoguszni	sakogszani
bíkörövigidik	bíkörövigdik	cselekedtek	bíkörövigidtek	bíkörövigdettek
sigedik	sigszik	cselekedtek	sigedtek	sigszettek
vügiszékögilik	vügiszéköglik	cselekedtek	vügiszékögiltek	vügiszéköglettek
ránuzik	ránzik	cselekedtek	ránuztok	ránzotok
múnyozik	múnyzik	cselekedtek	múnyoztak	múnyzottak
rőkijűföjölik	rőkijűföjlik	cselekedtek	rőkijűföjöltek	rőkijűföjlettek
línyömizik	línyömzik	cselekedtek	línyömiztek	línyömzettek
fodídolik	fodídlik	cselekedni	fodídolni	fodídleni
rötömözik	rötömzik	cselekedne	rötömözne	rötömzene
túgokuszik	túgokszik	cselekedne	túgokuszna	túgokszana
főpözilik	főpözlik	cselekedne	főpözilne	főpözlene
rűgezik	rűgzik	cselekedne	rűgezne	rűgzene
mupikodik	mupikdik	cselekedtek	mupodiktek	mupdikettek
sötízölik	sötízlik	cselekedni	sötízölni	sötízleni
líbizik	líbzik	cselekednek	líbiznek	líbzenek
röszölik	röszlik	cselekedni	röszölni	röszleni
firogarik	firogrik	cselekednek	firogarnak	firogranak
lűkizik	lűkszik	cselekedtek	lűkiztek	lűkszettek
vukalik	vuklik	cselekedtek	vukaltok	vuklotok
kúmíjolik	kúmíjlik	cselekednek	kúmíjolnek	kúmíjlenek
möködik	mökszik	cselekedtek	möködtek	mökszettek
bőközik	bőkszik	cselekedtek	bőköztek	bőkszettek
böböjezik	böböjzik	cselekednek	böböjeznek	böböjzenek
rikuszik	rikszik	cselekedtek	rusziktek	rszikettek
sűsöszelik	sűsöszlik	cselekedtek	sűsöszeltek	sűsöszlettek
sőszöböfülidik	sőszöböfülszik	cselekednek	sőszöböfülidnek	sőszöböfülszenek
musínyozik	musínyzik	cselekedtek	musínyoztek	musínyzettek
möszírezik	möszírzik	cselekedtek	möszíreztek	möszírzettek
dinalik	dinlik	cselekednek	dinalnek	dinlenek
forunyóguszik	forunyógszik	cselekedtek	forunyógusztak	forunyógszottak
betsögirik	betsögrik	cselekedtek	betsögirtek	betsögrettek
bűgödik	bűgszik	cselekedtek	bűgödtek	bűgszettek
fizböküszik	fizbökszik	cselekedtek	fizböküsztek	fizbökszettek
tegedik	tegdik	cselekedtek	tegedtek	tegdettek
vísolik	víslik	cselekedne	vísolne	víslene
tűldönyölik	tűldönylik	cselekedne	tűldönyölne	tűldönylene
rötömözik	rötömzik	cselekedtek	rötömöztek	rötömzettek
natijozik	natijzik	cselekedne	natijozne	natijzene
túkodik	túkszik	cselekedtek	túkodtok	túkszotok
lumolik	lumlik	cselekedne	lumolna	lumlana
risiralik	risirlik	cselekedne	risiralne	risirlene
mőrünilik	mőrünlik	cselekedtek	mőrüniltek	mőrünlettek
strokirulik	strokirlik	cselekedni	strokirulni	strokirleni
vószulik	vószlik	cselekedtek	vószultok	vószlotok
kőgömölik	kőgömlik	cselekednek	kőgömölnek	kőgömlenek
tíkuzik	tíkszik	cselekedtek	tíkuztek	tíkszettek
milöszönyelik	milöszönylik	cselekedne	milöszönyelne	milöszönylene
szásudik	száslik	cselekedne	szásudna	száslana
gérmenyelik	gérmenylik	cselekednek	gérmenyelnek	gérmenylenek
münyözik	münyzik	cselekedtek	münyöztek	münyzettek
víkusolik	víkuslik	cselekedni	víkusolni	víkuslani
ránuzik	ránzik	cselekedni	ránuzni	ránzani
szuralik	szurlik	cselekednek	szuralnak	szurlanak
bezgíműsíjölik	bezgíműsíjlik	cselekedne	bezgíműsíjölne	bezgíműsíjlene
fudoloszik	fudolszik	cselekedtek	fudolosztak	fudolszottak
bekízsölik	bekízslik	cselekedni	bekízsölni	bekízsleni
múnyozik	múnyzik	cselekedni	múnyozni	múnyzani
mílgímuzik	mílgímzik	cselekedne	mílgímuzne	mílgímzene
güsemölik	güsemlik	cselekedtek	güsemöltek	güsemlettek
vudubójozik	vudubójzik	cselekedtek	vudubójoztak	vudubójzottak
nuvisudik	nuvislik	cselekedtek	nuvisudtek	nuvislettek
pimörilik	pimörlik	cselekedtek	pimöriltek	pimörlettek
rűnyilik	rűnylik	cselekedtek	rűnyiltek	rűnylettek
míközik	míkszik	cselekedne	míközne	míkszene
vápudik	vápdik	cselekedtek	vápudtok	vápdotok
kegíkezik	kegíkzik	cselekedni	kegíkezni	kegíkzeni
teklüsilik	teklüslik	cselekednek	teklüsilnek	teklüslenek
gítügözik	gítügzik	cselekedtek	gítügöztek	gítügzettek
renyözik	renyzik	cselekedtek	renyöztek	renyzettek
kőszögözik	kőszögzik	cselekedne	kőszögözne	kőszögzene
vigazákolik	vigazáklik	cselekedtek	vigazákoltak	vigazáklottak
túgokuszik	túgokszik	cselekedtek	túgokusztok	túgokszotok
telünyelik	telünylik	cselekedne	telünyelne	telünylene
túsulik	túslik	cselekedtek	túsultok	túslotok
kejözik	kejzik	cselekedni	kejözni	kejzeni
bűbügöszik	bűbügszik	cselekedtek	bűbügösztek	bűbügszettek
kijürelik	kijürlik	cselekedne	kijürelne	kijürlene
bezgíműsíjölik	bezgíműsíjlik	cselekedtek	bezgíműsíjöltek	bezgíműsíjlettek
kőszögözik	kőszögzik	cselekedtek	kőszögöztek	kőszögzettek
tönölőtilik	tönölőtlik	cselekedni	tönölőtilni	tönölőtleni
fófosodik	fófoslik	cselekedtek	fófosodtok	fófoslotok
fubagulik	fubaglik	cselekednek	fubagulnak	fubaglanak
vísztigölik	vísztiglik	cselekedne	vísztigölne	vísztiglene
löjezik	löjzik	cselekedtek	löjeztek	löjzettek
röderigüszik	röderigszik	cselekedne	röderigüszne	röderigszene
tönyözik	tönyzik	cselekednek	tönyöznek	tönyzenek
kátíprápokoszik	kátíprápokszik	cselekedni	kátíprápokoszni	kátíprápokszani
kejözik	kejzik	cselekedtek	kejöztek	kejzettek
mógojolik	mógojlik	cselekedtek	mógojoltok	mógojlotok
