base	baseline_log_odds	dat_id	record_date	part_id	part_gender	part_yob	part_edu	list_number	trial_kind	trial_index	stimulus	choice1	choice2	response	response_string	esp_response	esp_match	rt	time_elapsed	file_name	variation	column	log_odds	variant1	variant2	nsyl	suffix	sample_number	word_rank	top_20	bottom_20	reg_rate	reg_dist	picked_left	picked_v1	esp_v1	picked_majority	i
brüszlik / brüszözik	-0.2076393647782445	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_12h11.19.959.csv	2023-06-21T12:11:00Z	5c7cf1adc8c9920015d0bc60	NA	NA	NA	8	second posttest trial	53	János imád brüszözni, ezért sokat brüszlik. Ti ritkán...	brüszlötök	brüszöztök	1	brüszöztök	NA	NA	1959	232800	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.2076393647782445	brüszlötök	brüszöztök	1	tek	3	39	FALSE	FALSE	NA	NA	FALSE	FALSE	NA	NA	46
bügzik / bügözik	0.6418538861723947	hungarian-esp_esp_participant_SESSION_2023-06-20_18h47.41.894.csv	2023-06-20T18:47:00Z	6139181353b6c04cb2d95d8d	férfi	2003	14	2	esp trial	53	János imád bügözni, ezért sokat bügzik. Ők ritkán...	bügzenek	bügöznek	1	bügöznek	bügöznek	TRUE	4062	360173	cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	0.6418538861723947	bügzenek	bügöznek	1	nek	1	6	TRUE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE	22
bügzik / bügözik	0.6418538861723947	hungarian-esp_esp_participant_SESSION_2023-06-20_20h21.16.104.csv	2023-06-20T20:21:00Z	6044cde18ec25456d2bd9d99	férfi	2002	14	2	esp trial	53	János imád bügözni, ezért sokat bügzik. Ők ritkán...	bügzenek	bügöznek	0	bügzenek	bügöznek	FALSE	1221	575881	cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	0.6418538861723947	bügzenek	bügöznek	1	nek	1	6	TRUE	FALSE	low	reversed	TRUE	TRUE	FALSE	FALSE	20
dibáglik / dibágozik	0.1941560144409574	hungarian-esp_esp_participant_SESSION_2023-06-20_19h45.34.709.csv	2023-06-20T19:45:00Z	6102d6a4846fa9b51f427c47	nő	1997	16	2	esp trial	53	János imád dibágozni, ezért sokat dibáglik. Ti ritkán...	dibágoztok	dibáglotok	0	dibágoztok	dibágoztok	TRUE	6468	449368	cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	0.1941560144409574	dibáglotok	dibágoztok	2	tek	1	23	FALSE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE	22
dralágzik / dralágozik	0.4353180712578455	hungarian-esp_esp_participant_SESSION_2023-06-20_18h46.41.723.csv	2023-06-20T18:46:00Z	5e8aefb03d71b0799a8d0f48	Férfi	1995	19	2	esp trial	53	János imád dralágozni, ezért sokat dralágzik. Mi ritkán...	dralágozunk	dralágzunk	1	dralágzunk	dralágozunk	FALSE	2463	447476	cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	0.4353180712578455	dralágzunk	dralágozunk	2	ünk	1	14	TRUE	FALSE	low	reversed	FALSE	TRUE	FALSE	FALSE	22
drojzik / drojozik	0.32542240043462795	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_13h14.12.882.csv	2023-06-21T13:14:00Z	61080f315a313dab03ea1cde	NA	NA	NA	8	second posttest trial	53	János imád drojozni, ezért sokat drojzik. Mi ritkán...	drojozunk	drojzunk	0	drojozunk	NA	NA	688	81616	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.32542240043462795	drojzunk	drojozunk	1	ünk	3	17	FALSE	FALSE	NA	NA	TRUE	FALSE	NA	NA	48
drügzik	0.06899287148695142	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_09h13.53.182.csv	2023-06-20T09:13:00Z	5fd7cd077541e708f2a10aed	NA	NA	NA	8	second posttest trial	53	Te bizony sokat drügzöl. Én is sokat...	drügzöm	drügzök	1	drügzök	NA	NA	1870	205117	lakok_3_high_reversed	lakok/lakom	33	0.06899287148695142	drügzök	drügzöm	1	NA	3	29	FALSE	FALSE	NA	NA	FALSE	TRUE	NA	NA	48
fibamlik	1.9095425048844383	hungarian-esp_esp_participant_SESSION_2023-06-19_17h25.05.820.csv	2023-06-19T17:25:00Z	608adf0cc8637f7f395352b1	férfi	2000	145	2	esp trial	53	Te bizony sokat fibamlasz. Én is sokat...	fibamlom	fibamlok	1	fibamlok	fibamlom	FALSE	5256	358913	lakok_1_low_reversed	lakok/lakom	27	1.9095425048844383	fibamlok	fibamlom	2	NA	1	2	TRUE	FALSE	low	reversed	FALSE	TRUE	FALSE	FALSE	22
fivénylik	0.7419373447293773	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_10h48.54.386.csv	2023-06-20T10:48:00Z	608adf0cc8637f7f395352b1	NA	NA	NA	8	second posttest trial	53	Te bizony sokat fivénylesz. Én is sokat...	fivénylek	fivénylem	0	fivénylek	NA	NA	2312	263144	lakok_3_high_reversed	lakok/lakom	33	0.7419373447293773	fivénylek	fivénylem	2	NA	3	16	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	48
flagánylik	1.0560526742493137	hungarian-esp_esp_participant_SESSION_2023-06-19_17h21.19.780.csv	2023-06-19T17:21:00Z	607cabdfb9addc46d23a0f19	férfi	1997	16	2	esp trial	53	Te bizony sokat flagánylasz. Én is sokat...	flagánylom	flagánylok	0	flagánylom	flagánylom	TRUE	4307	428251	lakok_1_low_reversed	lakok/lakom	27	1.0560526742493137	flagánylok	flagánylom	2	NA	1	9	TRUE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE	21
flibekszik	-0.4595323293784402	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_14h51.24.919.csv	2023-06-20T14:51:00Z	60febbf6684ed23d1eec2db6	NA	NA	NA	8	second posttest trial	53	Te bizony sokat flibekszel. Én is sokat...	flibekszek	flibekszem	1	flibekszem	NA	NA	1889	138027	lakok_3_high_reversed	lakok/lakom	33	-0.4595323293784402	flibekszek	flibekszem	2	NA	3	45	FALSE	TRUE	NA	NA	FALSE	FALSE	NA	NA	48
fligzik	-0.5978370007556204	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_08h56.52.861.csv	2023-06-20T08:56:00Z	60bf79a315a10bd3d21b3a96	NA	NA	NA	8	second posttest trial	53	Te bizony sokat fligzol. Én is sokat...	fligzok	fligzom	0	fligzok	NA	NA	1865	223817	lakok_3_high_reversed	lakok/lakom	33	-0.5978370007556204	fligzok	fligzom	1	NA	3	48	FALSE	TRUE	NA	NA	TRUE	TRUE	NA	NA	47
fliraklik	0	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_12h41.55.226.csv	2023-06-20T12:41:00Z	5df2235d5a34251266ea645e	NA	NA	NA	8	second posttest trial	53	Te bizony sokat fliraklasz. Én is sokat...	fliraklom	fliraklok	0	fliraklom	NA	NA	716	91395	lakok_3_high_reversed	lakok/lakom	33	0	fliraklok	fliraklom	2	NA	3	32	FALSE	FALSE	NA	NA	TRUE	FALSE	NA	NA	47
fluboklik / flubokozik	-0.5978370007556204	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_08h04.54.575.csv	2023-06-21T08:04:00Z	6151b07ac0d164fdd7e53100	NA	NA	NA	8	second posttest trial	53	János imád flubokozni, ezért sokat fluboklik. Ti ritkán...	fluboklotok	flubokoztok	0	fluboklotok	NA	NA	2113	96416	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.5978370007556204	fluboklotok	flubokoztok	2	tek	3	49	FALSE	TRUE	NA	NA	TRUE	TRUE	NA	NA	47
fluboklik / flubokozik	-0.5978370007556204	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h37.17.295.csv	2023-06-21T11:37:00Z	5f452661c5a1b50a817ab094	NA	NA	NA	8	second posttest trial	53	János imád flubokozni, ezért sokat fluboklik. Ti ritkán...	flubokoztok	fluboklotok	0	flubokoztok	NA	NA	8079	184257	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.5978370007556204	fluboklotok	flubokoztok	2	tek	3	49	FALSE	TRUE	NA	NA	TRUE	FALSE	NA	NA	48
flűröklik	0.32542240043462795	hungarian-esp_esp_participant_SESSION_2023-06-19_17h21.59.990.csv	2023-06-19T17:21:00Z	5eeb31f414742d21c8dc5cd2	nő	2001	15	2	esp trial	53	Te bizony sokat flűröklesz. Én is sokat...	flűröklök	flűröklöm	1	flűröklöm	flűröklöm	TRUE	2624	363039	lakok_1_low_reversed	lakok/lakom	27	0.32542240043462795	flűröklök	flűröklöm	2	NA	1	26	FALSE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE	21
friheglik / frihegezik	0.06899287148695142	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h51.47.417.csv	2023-06-21T11:51:00Z	607b14f74a8418d7b787ce33	NA	NA	NA	8	second posttest trial	53	János imád frihegezni, ezért sokat friheglik. Mi ritkán...	frihegezünk	friheglünk	0	frihegezünk	NA	NA	1919	204488	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.06899287148695142	friheglünk	frihegezünk	2	ünk	3	27	FALSE	FALSE	NA	NA	TRUE	FALSE	NA	NA	47
frinylik / frinyozik	-0.06899287148695143	hungarian-esp_esp_participant_SESSION_2023-06-20_21h25.10.912.csv	2023-06-20T21:25:00Z	60ef5b1cf52939a80af77543	Férfi	2003	13	2	esp trial	53	János imád frinyozni, ezért sokat frinylik. Mi ritkán...	frinylunk	frinyozunk	1	frinyozunk	frinyozunk	TRUE	4006	548650	cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	-0.06899287148695143	frinylunk	frinyozunk	1	ünk	1	36	FALSE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE	22
frorlik / frorozik	0.49247648509779424	hungarian-esp_esp_participant_SESSION_2023-06-20_21h18.29.864.csv	2023-06-20T21:18:00Z	6153f8761fb770e105403eaa	férfi	1994	18	2	esp trial	53	János imád frorozni, ezért sokat frorlik. Ők ritkán...	frorlanak	froroznak	0	frorlanak	froroznak	FALSE	8700	571231	cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	0.49247648509779424	frorlanak	froroznak	1	nek	1	11	TRUE	FALSE	low	reversed	TRUE	TRUE	FALSE	FALSE	20
géreglik / géregezik	-0.6418538861723948	hungarian-esp_esp_participant_SESSION_2023-06-20_20h55.58.469.csv	2023-06-20T20:55:00Z	60fd5bfe72f9b6d7779b4691	nő	2000.12.21	13	2	esp trial	53	János imád géregezni, ezért sokat géreglik. Ti ritkán...	géregeztek	géregletek	0	géregeztek	géregletek	FALSE	5214	364296	cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	-0.6418538861723948	géregletek	géregeztek	2	tek	1	51	FALSE	TRUE	low	reversed	TRUE	FALSE	TRUE	TRUE	21
géreglik / géregezik	-0.6418538861723948	hungarian-esp_esp_participant_SESSION_2023-06-20_21h04.43.810.csv	2023-06-20T21:04:00Z	61717173748006894b2b54ff	Férfi	2003	12	2	esp trial	53	János imád géregezni, ezért sokat géreglik. Ti ritkán...	géregeztek	géregletek	1	géregletek	géregletek	TRUE	6986	342445	cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	-0.6418538861723948	géregletek	géregeztek	2	tek	1	51	FALSE	TRUE	low	reversed	FALSE	TRUE	TRUE	FALSE	22
géreglik / géregezik	-0.6418538861723948	hungarian-esp_esp_participant_SESSION_2023-06-20_21h15.51.957.csv	2023-06-20T21:15:00Z	61080f315a313dab03ea1cde	Férfi	1997	12	2	esp trial	53	János imád géregezni, ezért sokat géreglik. Ti ritkán...	géregeztek	géregletek	0	géregeztek	géregletek	FALSE	10574	403297	cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	-0.6418538861723948	géregletek	géregeztek	2	tek	1	51	FALSE	TRUE	low	reversed	TRUE	FALSE	TRUE	TRUE	22
gilárzik	-0.8938178760220964	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_16h38.46.274.csv	2023-06-20T16:38:00Z	605bb95e25fb0eb3edfe7c73	NA	NA	NA	8	second posttest trial	53	Te bizony sokat gilárzol. Én is sokat...	gilárzom	gilárzok	1	gilárzok	NA	NA	3195	410993	lakok_3_high_reversed	lakok/lakom	33	-0.8938178760220964	gilárzok	gilárzom	2	NA	3	52	FALSE	TRUE	NA	NA	FALSE	TRUE	NA	NA	44
hubonylik / hubonyozik	-0.5978370007556204	hungarian-esp_esp_participant_SESSION_2023-06-20_19h53.44.72.csv	2023-06-20T19:53:00Z	5f338ba6ea047119dbd6e49e	Férfi	1995	16	2	esp trial	53	János imád hubonyozni, ezért sokat hubonylik. Ti ritkán...	hubonyoztok	hubonylotok	0	hubonyoztok	hubonylotok	FALSE	3138	346934	cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	-0.5978370007556204	hubonylotok	hubonyoztok	2	tek	1	50	FALSE	TRUE	low	reversed	TRUE	FALSE	TRUE	TRUE	22
hubonylik / hubonyozik	-0.5978370007556204	hungarian-esp_esp_participant_SESSION_2023-06-20_19h54.21.103.csv	2023-06-20T19:54:00Z	5e8a66381afb2c714058b57b	férfi	1997	11	2	esp trial	53	János imád hubonyozni, ezért sokat hubonylik. Ti ritkán...	hubonyoztok	hubonylotok	1	hubonylotok	hubonylotok	TRUE	5857	469202	cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	-0.5978370007556204	hubonylotok	hubonyoztok	2	tek	1	50	FALSE	TRUE	low	reversed	FALSE	TRUE	TRUE	FALSE	20
játlik / játozik	0.5978370007556204	hungarian-esp_esp_participant_SESSION_2023-06-20_21h42.09.839.csv	2023-06-20T21:42:00Z	606b510f116c085254237946	Férfi	2002	14	2	esp trial	53	János imád játozni, ezért sokat játlik. Mi ritkán...	játlunk	játozunk	0	játlunk	játozunk	FALSE	8373	338785	cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	0.5978370007556204	játlunk	játozunk	1	ünk	1	8	TRUE	FALSE	low	reversed	TRUE	TRUE	FALSE	FALSE	22
juszlik	0.4595323293784402	hungarian-esp_esp_participant_SESSION_2023-06-19_17h21.38.129.csv	2023-06-19T17:21:00Z	6140ff9c5750f0081ca8d71f	férfi	2001	15	2	esp trial	53	Te bizony sokat juszlasz. Én is sokat...	juszlom	juszlok	0	juszlom	juszlom	TRUE	3966	460966	lakok_1_low_reversed	lakok/lakom	27	0.4595323293784402	juszlok	juszlom	1	NA	1	22	FALSE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE	22
juszlik	0.4595323293784402	hungarian-esp_esp_participant_SESSION_2023-06-19_17h22.40.51.csv	2023-06-19T17:22:00Z	5f632ea32e85353d93872c67	Férfi	1999	13	2	esp trial	53	Te bizony sokat juszlasz. Én is sokat...	juszlok	juszlom	0	juszlok	juszlom	FALSE	5187	456259	lakok_1_low_reversed	lakok/lakom	27	0.4595323293784402	juszlok	juszlom	1	NA	1	22	FALSE	FALSE	low	reversed	TRUE	TRUE	FALSE	FALSE	20
klörlik	0.6418538861723947	hungarian-esp_esp_participant_SESSION_2023-06-19_16h50.46.22.csv	2023-06-19T16:50:00Z	6107aa76ee9845023fb0cb80	nő	1999	17	2	esp trial	53	Te bizony sokat klörlesz. Én is sokat...	klörlöm	klörlök	1	klörlök	klörlöm	FALSE	4260	486405	lakok_1_low_reversed	lakok/lakom	27	0.6418538861723947	klörlök	klörlöm	1	NA	1	19	FALSE	FALSE	low	reversed	FALSE	TRUE	FALSE	FALSE	20
klűmlik / klűmözik	-0.4595323293784402	hungarian-esp_esp_participant_SESSION_2023-06-20_18h56.11.750.csv	2023-06-20T18:56:00Z	60da38f17aa096bb17c836e5	férfi	2003	14	2	esp trial	53	János imád klűmözni, ezért sokat klűmlik. Ti ritkán...	klűmlötök	klűmöztök	1	klűmöztök	klűmlötök	FALSE	4856	363004	cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	-0.4595323293784402	klűmlötök	klűmöztök	1	tek	1	48	FALSE	TRUE	low	reversed	FALSE	FALSE	TRUE	TRUE	22
kumlik	1.6486586255873816	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_16h28.04.251.csv	2023-06-20T16:28:00Z	5ca9f1578d77140001bac8dc	NA	NA	NA	8	second posttest trial	53	Te bizony sokat kumlasz. Én is sokat...	kumlom	kumlok	1	kumlok	NA	NA	2538	243553	lakok_3_high_reversed	lakok/lakom	33	1.6486586255873816	kumlok	kumlom	1	NA	3	3	TRUE	FALSE	NA	NA	FALSE	TRUE	NA	NA	45
lírlik / lírozik	-0.06453852113757118	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h01.50.895.csv	2023-06-21T11:01:00Z	6153f8761fb770e105403eaa	NA	NA	NA	8	second posttest trial	53	János imád lírozni, ezért sokat lírlik. Ők ritkán...	lírlanak	líroznak	0	lírlanak	NA	NA	3803	425770	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.06453852113757118	lírlanak	líroznak	1	nek	3	33	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	37
livaklik	-0.9650808960435872	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_10h28.38.451.csv	2023-06-20T10:28:00Z	6140ff9c5750f0081ca8d71f	NA	NA	NA	8	second posttest trial	53	Te bizony sokat livaklasz. Én is sokat...	livaklok	livaklom	0	livaklok	NA	NA	6159	482145	lakok_3_high_reversed	lakok/lakom	33	-0.9650808960435872	livaklok	livaklom	2	NA	3	53	FALSE	TRUE	NA	NA	TRUE	TRUE	NA	NA	41
livaklik	-0.9650808960435872	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_13h06.15.947.csv	2023-06-20T13:06:00Z	612058b64e8bd208d39fbe68	NA	NA	NA	8	second posttest trial	53	Te bizony sokat livaklasz. Én is sokat...	livaklom	livaklok	0	livaklom	NA	NA	1923	245513	lakok_3_high_reversed	lakok/lakom	33	-0.9650808960435872	livaklok	livaklom	2	NA	3	53	FALSE	TRUE	NA	NA	TRUE	FALSE	NA	NA	48
lorjódzik	-0.1941560144409575	hungarian-esp_esp_participant_SESSION_2023-06-19_17h21.25.415.csv	2023-06-19T17:21:00Z	5f325435f0fc671a7434cabe	férfi	1995	12	2	esp trial	53	Te bizony sokat lorjódzol. Én is sokat...	lorjódzok	lorjódzom	1	lorjódzom	lorjódzom	TRUE	4801	385113	lakok_1_low_reversed	lakok/lakom	27	-0.1941560144409575	lorjódzok	lorjódzom	2	NA	1	37	FALSE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE	21
marzik	0.7985076962177716	hungarian-esp_esp_participant_SESSION_2023-06-19_17h16.40.212.csv	2023-06-19T17:16:00Z	60d3acd071e98de7a42743ac	nő	2003	14	2	esp trial	53	Te bizony sokat marzol. Én is sokat...	marzom	marzok	1	marzok	marzom	FALSE	1685	359294	lakok_1_low_reversed	lakok/lakom	27	0.7985076962177716	marzok	marzom	1	NA	1	14	TRUE	FALSE	low	reversed	FALSE	TRUE	FALSE	FALSE	22
mékszik	-0.1431008436406733	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_09h23.38.663.csv	2023-06-20T09:23:00Z	600e8770316e2671811f49ac	NA	NA	NA	8	second posttest trial	53	Te bizony sokat mékszel. Én is sokat...	mékszem	mékszek	0	mékszem	NA	NA	2402	184201	lakok_3_high_reversed	lakok/lakom	33	-0.1431008436406733	mékszek	mékszem	1	NA	3	36	FALSE	FALSE	NA	NA	TRUE	FALSE	NA	NA	46
mékszik	-0.1431008436406733	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_11h36.07.341.csv	2023-06-20T11:36:00Z	5df97fcd11d8796fd29e85e3	NA	NA	NA	8	second posttest trial	53	Te bizony sokat mékszel. Én is sokat...	mékszek	mékszem	1	mékszem	NA	NA	2856	284907	lakok_3_high_reversed	lakok/lakom	33	-0.1431008436406733	mékszek	mékszem	1	NA	3	36	FALSE	FALSE	NA	NA	FALSE	FALSE	NA	NA	43
mékszik	-0.1431008436406733	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_16h31.46.693.csv	2023-06-20T16:31:00Z	60d3acd071e98de7a42743ac	NA	NA	NA	8	second posttest trial	53	Te bizony sokat mékszel. Én is sokat...	mékszem	mékszek	1	mékszek	NA	NA	5204	248306	lakok_3_high_reversed	lakok/lakom	33	-0.1431008436406733	mékszek	mékszem	1	NA	3	36	FALSE	FALSE	NA	NA	FALSE	TRUE	NA	NA	45
mihágzik / mihágozik	-0.7419373447293773	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h59.24.738.csv	2023-06-21T11:59:00Z	6044cde18ec25456d2bd9d99	NA	NA	NA	8	second posttest trial	53	János imád mihágozni, ezért sokat mihágzik. Ti ritkán...	mihágzotok	mihágoztok	1	mihágoztok	NA	NA	3204	515209	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.7419373447293773	mihágzotok	mihágoztok	2	tek	3	51	FALSE	TRUE	NA	NA	FALSE	FALSE	NA	NA	46
pehégszik / pehégedik	0.4353180712578455	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_08h42.05.689.csv	2023-06-21T08:42:00Z	6139181353b6c04cb2d95d8d	NA	NA	NA	8	second posttest trial	53	János imád pehégedni, ezért sokat pehégszik. Ti ritkán...	pehégedtek	pehégszetek	0	pehégedtek	NA	NA	3697	262879	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.4353180712578455	pehégszetek	pehégedtek	2	tek	3	15	TRUE	FALSE	NA	NA	TRUE	FALSE	NA	NA	45
pehégszik / pehégedik	0.4353180712578455	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_09h17.44.350.csv	2023-06-21T09:17:00Z	60ef5b1cf52939a80af77543	NA	NA	NA	8	second posttest trial	53	János imád pehégedni, ezért sokat pehégszik. Ti ritkán...	pehégedtek	pehégszetek	0	pehégedtek	NA	NA	3033	250460	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.4353180712578455	pehégszetek	pehégedtek	2	tek	3	15	TRUE	FALSE	NA	NA	TRUE	FALSE	NA	NA	44
plágadzik	-0.4353180712578455	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_17h13.50.637.csv	2023-06-20T17:13:00Z	5ef5f78600093427dfd5e120	NA	NA	NA	8	second posttest trial	53	Te bizony sokat plágadzol. Én is sokat...	plágadzok	plágadzom	0	plágadzok	NA	NA	3679	318401	lakok_3_high_reversed	lakok/lakom	33	-0.4353180712578455	plágadzok	plágadzom	2	NA	3	44	FALSE	TRUE	NA	NA	TRUE	TRUE	NA	NA	46
plibzik / plibozik	-0.49247648509779407	hungarian-esp_esp_participant_SESSION_2023-06-20_18h55.38.575.csv	2023-06-20T18:55:00Z	607b14f74a8418d7b787ce33	férfi	2001	14	2	esp trial	53	János imád plibozni, ezért sokat plibzik. Ti ritkán...	pliboztok	plibzotok	0	pliboztok	plibzotok	FALSE	5847	451259	cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	-0.49247648509779407	plibzotok	pliboztok	1	tek	1	49	FALSE	TRUE	low	reversed	TRUE	FALSE	TRUE	TRUE	20
pratánylik	1.2321436812926323	hungarian-esp_esp_participant_SESSION_2023-06-19_17h24.08.75.csv	2023-06-19T17:24:00Z	605896a739d40fa144496f26	férfi	1999	16	2	esp trial	53	Te bizony sokat pratánylasz. Én is sokat...	pratánylom	pratánylok	0	pratánylom	pratánylom	TRUE	4440	397652	lakok_1_low_reversed	lakok/lakom	27	1.2321436812926323	pratánylok	pratánylom	2	NA	1	7	TRUE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE	22
prihekszik	-0.1941560144409575	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_08h16.02.189.csv	2023-06-20T08:16:00Z	607cabdfb9addc46d23a0f19	NA	NA	NA	8	second posttest trial	53	Te bizony sokat prihekszel. Én is sokat...	prihekszem	prihekszek	0	prihekszem	NA	NA	3079	313562	lakok_3_high_reversed	lakok/lakom	33	-0.1941560144409575	prihekszek	prihekszem	2	NA	3	37	FALSE	FALSE	NA	NA	TRUE	FALSE	NA	NA	44
prihekszik	-0.1941560144409575	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_09h05.09.759.csv	2023-06-20T09:05:00Z	6107aa76ee9845023fb0cb80	NA	NA	NA	8	second posttest trial	53	Te bizony sokat prihekszel. Én is sokat...	prihekszem	prihekszek	1	prihekszek	NA	NA	3823	240326	lakok_3_high_reversed	lakok/lakom	33	-0.1941560144409575	prihekszek	prihekszem	2	NA	3	37	FALSE	FALSE	NA	NA	FALSE	TRUE	NA	NA	48
prilegzik	-0.3483066942682157	hungarian-esp_esp_participant_SESSION_2023-06-19_18h35.41.386.csv	2023-06-19T18:35:00Z	60febbf6684ed23d1eec2db6	nő	1998	17	2	esp trial	53	Te bizony sokat prilegzel. Én is sokat...	prilegzem	prilegzek	0	prilegzem	prilegzek	FALSE	4571	397053	lakok_1_low_reversed	lakok/lakom	27	-0.3483066942682157	prilegzek	prilegzem	2	NA	1	43	FALSE	TRUE	low	reversed	TRUE	FALSE	TRUE	TRUE	22
pugoslik	0.965080896043587	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_12h37.10.182.csv	2023-06-20T12:37:00Z	5f632ea32e85353d93872c67	NA	NA	NA	8	second posttest trial	53	Te bizony sokat pugoslasz. Én is sokat...	pugoslok	pugoslom	0	pugoslok	NA	NA	6204	270846	lakok_3_high_reversed	lakok/lakom	33	0.965080896043587	pugoslok	pugoslom	2	NA	3	10	TRUE	FALSE	NA	NA	TRUE	TRUE	NA	NA	46
ribegszik / ribegedik	-0.2876820724517809	hungarian-esp_esp_participant_SESSION_2023-06-20_18h54.16.43.csv	2023-06-20T18:54:00Z	5d3c6e745602310001bca8aa	nő	1996	18	2	esp trial	53	János imád ribegedni, ezért sokat ribegszik. Ti ritkán...	ribegedtek	ribegszetek	1	ribegszetek	ribegszetek	TRUE	4985	467389	cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	-0.2876820724517809	ribegszetek	ribegedtek	2	tek	1	42	FALSE	TRUE	low	reversed	FALSE	TRUE	TRUE	FALSE	22
ribzik	-0.5978370007556204	hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	53	Te bizony sokat ribzol. Én is sokat...	ribzok	ribzom	1	ribzom	ribzok	FALSE	1435	367981	lakok_1_low_reversed	lakok/lakom	27	-0.5978370007556204	ribzok	ribzom	1	NA	1	49	FALSE	TRUE	low	reversed	FALSE	FALSE	TRUE	TRUE	22
ribzik	-0.5978370007556204	hungarian-esp_esp_participant_SESSION_2023-06-19_17h19.19.189.csv	2023-06-19T17:19:00Z	5df2235d5a34251266ea645e	férfi	1997	16	2	esp trial	53	Te bizony sokat ribzol. Én is sokat...	ribzok	ribzom	1	ribzom	ribzok	FALSE	719	357187	lakok_1_low_reversed	lakok/lakom	27	-0.5978370007556204	ribzok	ribzom	1	NA	1	49	FALSE	TRUE	low	reversed	FALSE	FALSE	TRUE	TRUE	22
ribzik	-0.5978370007556204	hungarian-esp_esp_participant_SESSION_2023-06-19_17h31.36.602.csv	2023-06-19T17:31:00Z	605bb95e25fb0eb3edfe7c73	férfi	1999	15	2	esp trial	53	Te bizony sokat ribzol. Én is sokat...	ribzom	ribzok	0	ribzom	ribzok	FALSE	2195	710857	lakok_1_low_reversed	lakok/lakom	27	-0.5978370007556204	ribzok	ribzom	1	NA	1	49	FALSE	TRUE	low	reversed	TRUE	FALSE	TRUE	TRUE	19
