lemma	xpostag	corpus_size	lemma_freq	v1	v2	vh
gorál	[/N][Nom]	8570080167	896	o	á	back
remíz	[/N][Nom]	8570080167	1430	e	í	front
igric	[/N][Nom]	8570080167	2096	i	i	front
főrész	[/N][Nom]	8570080167	2290	ő	é	front
pozőr	[/N][Nom]	8570080167	871	o	ő	mixed
hízó	[/N][Nom]	8570080167	6344	í	ó	mixed
finesz	[/N][Nom]	8570080167	1088	i	e	front
heli	[/N][Nom]	8570080167	2898	e	i	front
strapás	[/N][Nom]	8570080167	1585	a	á	back
időt	[/N][Nom]	8570080167	3238	i	ő	front
tropa	[/N][Nom]	8570080167	1660	o	a	back
meténg	[/N][Nom]	8570080167	786	e	é	front
pusztul	[/N][Nom]	8570080167	78155	u	u	back
bakhát	[/N][Nom]	8570080167	1839	a	á	back
gyógyfű	[/N][Nom]	8570080167	6266	ó	ű	mixed
trakta	[/N][Nom]	8570080167	1147	a	a	back
allűr	[/N][Nom]	8570080167	3350	a	ű	mixed
dzsunka	[/N][Nom]	8570080167	1272	u	a	back
burgund	[/N][Nom]	8570080167	1242	u	u	back
lebbencs	[/N][Nom]	8570080167	907	e	e	front
fragment	[/N][Nom]	8570080167	1051	a	e	mixed
pudli	[/N][Nom]	8570080167	1004	u	i	mixed
hombár	[/N][Nom]	8570080167	1567	o	á	back
buki	[/N][Nom]	8570080167	1650	u	i	mixed
papus	[/N][Nom]	8570080167	944	a	u	back
trisó	[/N][Nom]	8570080167	1079	i	ó	mixed
szula	[/N][Nom]	8570080167	1826	u	a	back
tabdi	[/N][Nom]	8570080167	2328	a	i	mixed
tartár	[/N][Nom]	8570080167	1513	a	á	back
tente	[/N][Nom]	8570080167	649	e	e	front
pulya	[/N][Nom]	8570080167	1540	u	a	back
alvég	[/N][Nom]	8570080167	1626	a	é	mixed
csehó	[/N][Nom]	8570080167	1869	e	ó	mixed
szunya	[/N][Nom]	8570080167	1137	u	a	back
kóló	[/N][Nom]	8570080167	970	ó	ó	back
manusz	[/N][Nom]	8570080167	918	a	u	back
szőkés	[/N][Nom]	8570080167	1649	ő	é	front
bugyor	[/N][Nom]	8570080167	21855	u	o	back
nyelő	[/N][Nom]	8570080167	2800	e	ő	front
fagyos	[/N][Nom]	8570080167	52368	a	o	back
hegyfok	[/N][Nom]	8570080167	1794	e	o	mixed
zaba	[/N][Nom]	8570080167	929	a	a	back
gennyes	[/N][Nom]	8570080167	17873	e	e	front
kócsi	[/N][Nom]	8570080167	793	ó	i	mixed
apát	[/N][Nom]	8570080167	12251	a	á	back
bikfic	[/N][Nom]	8570080167	756	i	i	front
bula	[/N][Nom]	8570080167	1081	u	a	back
kumisz	[/N][Nom]	8570080167	1361	u	i	mixed
bólé	[/N][Nom]	8570080167	1632	ó	é	mixed
szőnyi	[/N][Nom]	8570080167	24297	ő	i	front
daróc	[/N][Nom]	8570080167	1243	a	ó	back
csilló	[/N][Nom]	8570080167	1664	i	ó	mixed
mordály	[/N][Nom]	8570080167	1536	o	á	back
pajesz	[/N][Nom]	8570080167	1346	a	e	mixed
sirám	[/N][Nom]	8570080167	4023	i	á	mixed
fémrúd	[/N][Nom]	8570080167	1911	é	ú	mixed
kötő	[/N][Nom]	8570080167	31302	ö	ő	front
hajdan	[/N][Nom]	8570080167	37416	a	a	back
majré	[/N][Nom]	8570080167	729	a	é	mixed
váró	[/N][Nom]	8570080167	137766	á	ó	back
lián	[/N][Nom]	8570080167	2189	i	á	mixed
altest	[/N][Nom]	8570080167	2695	a	e	mixed
cafat	[/N][Nom]	8570080167	6332	a	a	back
jambus	[/N][Nom]	8570080167	2038	a	u	back
marad	[/N][Nom]	8570080167	4545149	a	a	back
dísztök	[/N][Nom]	8570080167	2089	í	ö	front
felhős	[/N][Nom]	8570080167	44346	e	ő	front
dongás	[/N][Nom]	8570080167	976	o	á	back
szekund	[/N][Nom]	8570080167	1009	e	u	mixed
lógó	[/N][Nom]	8570080167	33688	ó	ó	back
duplum	[/N][Nom]	8570080167	1154	u	u	back
kortes	[/N][Nom]	8570080167	1171	o	e	mixed
délkör	[/N][Nom]	8570080167	1905	é	ö	front
idus	[/N][Nom]	8570080167	6497	i	u	mixed
narkó	[/N][Nom]	8570080167	1076	a	ó	back
zúgó	[/N][Nom]	8570080167	12383	ú	ó	back
kőpor	[/N][Nom]	8570080167	1226	ő	o	mixed
szemlél	[/N][Nom]	8570080167	127695	e	é	front
ezen	[/N][Nom]	8570080167	1335676	e	e	front
csibor	[/N][Nom]	8570080167	712	i	o	mixed
prósza	[/N][Nom]	8570080167	926	ó	a	back
ragya	[/N][Nom]	8570080167	1287	a	a	back
tusrajz	[/N][Nom]	8570080167	2575	u	a	back
habos	[/N][Nom]	8570080167	61584	a	o	back
menház	[/N][Nom]	8570080167	1079	e	á	mixed
hírű	[/N][Nom]	8570080167	49134	í	ű	front
sujtás	[/N][Nom]	8570080167	1012	u	á	back
illet	[/N][Nom]	8570080167	555266	i	e	front
szerel	[/N][Nom]	8570080167	278564	e	e	front
bozi	[/N][Nom]	8570080167	667	o	i	mixed
földsáv	[/N][Nom]	8570080167	1376	ö	á	mixed
gádzsó	[/N][Nom]	8570080167	1424	á	ó	back
savas	[/N][Nom]	8570080167	61243	a	a	back
zöldár	[/N][Nom]	8570080167	1661	ö	á	mixed
cafka	[/N][Nom]	8570080167	883	a	a	back
kontó	[/N][Nom]	8570080167	3925	o	ó	back
küret	[/N][Nom]	8570080167	1329	ü	e	front
mélyút	[/N][Nom]	8570080167	1841	é	ú	mixed
polyva	[/N][Nom]	8570080167	1206	o	a	back
labdacs	[/N][Nom]	8570080167	1900	a	a	back
föci	[/N][Nom]	8570080167	914	ö	i	front
komor	[/N][Nom]	8570080167	62354	o	o	back
suska	[/N][Nom]	8570080167	1117	u	a	back
lápisz	[/N][Nom]	8570080167	645	á	i	mixed
polcos	[/N][Nom]	8570080167	6225	o	o	back
példás	[/N][Nom]	8570080167	33202	é	á	mixed
bezi	[/N][Nom]	8570080167	1388	e	i	front
farost	[/N][Nom]	8570080167	1652	a	o	back
gneisz	[/N][Nom]	8570080167	786	e	i	front
óbor	[/N][Nom]	8570080167	1542	ó	o	back
csetnik	[/N][Nom]	8570080167	1343	e	i	front
hektó	[/N][Nom]	8570080167	688	e	ó	mixed
plazmid	[/N][Nom]	8570080167	1911	a	i	mixed
reváns	[/N][Nom]	8570080167	2929	e	á	mixed
beszély	[/N][Nom]	8570080167	1616	e	é	front
béles	[/N][Nom]	8570080167	1295	é	e	front
kukker	[/N][Nom]	8570080167	1077	u	e	mixed
spleen	[/N][Nom]	8570080167	789	e	e	front
fenyér	[/N][Nom]	8570080167	884	e	é	front
gyűrűs	[/N][Nom]	8570080167	14940	ű	ű	front
pótszer	[/N][Nom]	8570080167	2688	ó	e	mixed
belli	[/N][Nom]	8570080167	2105	e	i	front
emse	[/N][Nom]	8570080167	698	e	e	front
lopó	[/N][Nom]	8570080167	2350	o	ó	back
zárhang	[/N][Nom]	8570080167	1376	á	a	back
bíra	[/N][Nom]	8570080167	80274	í	a	mixed
hanyi	[/N][Nom]	8570080167	932	a	i	mixed
kvadráns	[/N][Nom]	8570080167	2026	a	á	back
kórtan	[/N][Nom]	8570080167	1473	ó	a	back
szennyez	[/N][Nom]	8570080167	40712	e	e	front
zefír	[/N][Nom]	8570080167	729	e	í	front
gyutacs	[/N][Nom]	8570080167	1716	u	a	back
csúcsos	[/N][Nom]	8570080167	7002	ú	o	back
hajtány	[/N][Nom]	8570080167	1412	a	á	back
sérült	[/N][Nom]	8570080167	301207	é	ü	front
tukán	[/N][Nom]	8570080167	1002	u	á	back
póling	[/N][Nom]	8570080167	828	ó	i	mixed
muksó	[/N][Nom]	8570080167	899	u	ó	back
pincsi	[/N][Nom]	8570080167	2522	i	i	front
ekhó	[/N][Nom]	8570080167	1679	e	ó	mixed
páskom	[/N][Nom]	8570080167	632	á	o	back
porfír	[/N][Nom]	8570080167	661	o	í	mixed
dizőz	[/N][Nom]	8570080167	805	i	ő	front
passzát	[/N][Nom]	8570080167	658	a	á	back
zengés	[/N][Nom]	8570080167	2960	e	é	front
tülök	[/N][Nom]	8570080167	1876	ü	ö	front
gomblyuk	[/N][Nom]	8570080167	2818	o	u	back
cseber	[/N][Nom]	8570080167	1573	e	e	front
csattan	[/N][Nom]	8570080167	25384	a	a	back
rosszlány	[/N][Nom]	8570080167	12781	o	á	back
guzsaly	[/N][Nom]	8570080167	1290	u	a	back
kisszék	[/N][Nom]	8570080167	2447	i	é	front
szeptim	[/N][Nom]	8570080167	739	e	i	front
zúzó	[/N][Nom]	8570080167	2334	ú	ó	back
kvéker	[/N][Nom]	8570080167	1257	é	e	front
raport	[/N][Nom]	8570080167	1709	a	o	back
tollhegy	[/N][Nom]	8570080167	1736	o	e	mixed
ajvé	[/N][Nom]	8570080167	599	a	é	mixed
rívás	[/N][Nom]	8570080167	681	í	á	mixed
tartó	[/N][Nom]	8570080167	995184	a	ó	back
törtszám	[/N][Nom]	8570080167	1414	ö	á	mixed
pászta	[/N][Nom]	8570080167	1462	á	a	back
gyaur	[/N][Nom]	8570080167	1393	a	u	back
akar	[/N][Nom]	8570080167	6374617	a	a	back
csáklya	[/N][Nom]	8570080167	1566	á	a	back
ülep	[/N][Nom]	8570080167	4076	ü	e	front
csapszék	[/N][Nom]	8570080167	1650	a	é	mixed
perlés	[/N][Nom]	8570080167	1168	e	é	front
susmus	[/N][Nom]	8570080167	724	u	u	back
batiszt	[/N][Nom]	8570080167	711	a	i	mixed
boldog	[/N][Nom]	8570080167	1078232	o	o	back
vérfű	[/N][Nom]	8570080167	621	é	ű	front
bűntárs	[/N][Nom]	8570080167	7798	ű	á	mixed
horhos	[/N][Nom]	8570080167	1345	o	o	back
mintás	[/N][Nom]	8570080167	50525	i	á	mixed
puccos	[/N][Nom]	8570080167	6878	u	o	back
maró	[/N][Nom]	8570080167	24888	a	ó	back
pannó	[/N][Nom]	8570080167	2110	a	ó	back
sörtés	[/N][Nom]	8570080167	710	ö	é	front
rokfort	[/N][Nom]	8570080167	819	o	o	back
purdé	[/N][Nom]	8570080167	1374	u	é	mixed
santung	[/N][Nom]	8570080167	593	a	u	back
szűrlet	[/N][Nom]	8570080167	1030	ű	e	front
tóga	[/N][Nom]	8570080167	2171	ó	a	back
zsombék	[/N][Nom]	8570080167	1863	o	é	mixed
sublót	[/N][Nom]	8570080167	1328	u	ó	back
simli	[/N][Nom]	8570080167	894	i	i	front
surmó	[/N][Nom]	8570080167	771	u	ó	back
kámzsa	[/N][Nom]	8570080167	1625	á	a	back
pukkancs	[/N][Nom]	8570080167	647	u	a	back
szilur	[/N][Nom]	8570080167	610	i	u	mixed
mákony	[/N][Nom]	8570080167	1190	á	o	back
lodzsa	[/N][Nom]	8570080167	1246	o	a	back
fingás	[/N][Nom]	8570080167	1053	i	á	mixed
intim	[/N][Nom]	8570080167	106579	i	i	front
tercett	[/N][Nom]	8570080167	1145	e	e	front
félhang	[/N][Nom]	8570080167	1924	é	a	mixed
hetman	[/N][Nom]	8570080167	734	e	a	mixed
csatak	[/N][Nom]	8570080167	759	a	a	back
fias	[/N][Nom]	8570080167	1849	i	a	mixed
muris	[/N][Nom]	8570080167	2204	u	i	mixed
sarjú	[/N][Nom]	8570080167	1106	a	ú	back
tragacs	[/N][Nom]	8570080167	1595	a	a	back
varkocs	[/N][Nom]	8570080167	1573	a	o	back
fatönk	[/N][Nom]	8570080167	1780	a	ö	mixed
nyughely	[/N][Nom]	8570080167	19105	u	e	mixed
orrlyuk	[/N][Nom]	8570080167	7339	o	u	back
keserv	[/N][Nom]	8570080167	6487	e	e	front
dubi	[/N][Nom]	8570080167	586	u	i	mixed
jani	[/N][Nom]	8570080167	38807	a	i	mixed
sülthús	[/N][Nom]	8570080167	908	ü	ú	mixed
rétyi	[/N][Nom]	8570080167	850	é	i	front
egyel	[/N][Nom]	8570080167	17295	e	e	front
kénes	[/N][Nom]	8570080167	8418	é	e	front
miksi	[/N][Nom]	8570080167	611	i	i	front
oszlás	[/N][Nom]	8570080167	3050	o	á	back
kurbli	[/N][Nom]	8570080167	1317	u	i	mixed
nagydob	[/N][Nom]	8570080167	4123	a	o	back
nagyujj	[/N][Nom]	8570080167	1792	a	u	back
buké	[/N][Nom]	8570080167	2370	u	é	mixed
göböly	[/N][Nom]	8570080167	549	ö	ö	front
kevi	[/N][Nom]	8570080167	1394	e	i	front
kvártély	[/N][Nom]	8570080167	1673	á	é	mixed
vésnök	[/N][Nom]	8570080167	877	é	ö	front
csarab	[/N][Nom]	8570080167	642	a	a	back
dilis	[/N][Nom]	8570080167	5133	i	i	front
lobos	[/N][Nom]	8570080167	1261	o	o	back
ujjperc	[/N][Nom]	8570080167	3696	u	e	mixed
zárnyelv	[/N][Nom]	8570080167	1049	á	e	mixed
habkő	[/N][Nom]	8570080167	1279	a	ő	mixed
bromid	[/N][Nom]	8570080167	741	o	i	mixed
tunguz	[/N][Nom]	8570080167	728	u	u	back
árnykép	[/N][Nom]	8570080167	2670	á	é	mixed
flopi	[/N][Nom]	8570080167	1277	o	i	mixed
vevés	[/N][Nom]	8570080167	1356	e	é	front
gazos	[/N][Nom]	8570080167	5848	a	o	back
etán	[/N][Nom]	8570080167	757	e	á	mixed
kálmos	[/N][Nom]	8570080167	604	á	o	back
lórom	[/N][Nom]	8570080167	547	ó	o	back
kokott	[/N][Nom]	8570080167	819	o	o	back
eltűnt	[/N][Nom]	8570080167	50986	e	ű	front
lucsok	[/N][Nom]	8570080167	827	u	o	back
flóbert	[/N][Nom]	8570080167	567	ó	e	mixed
vérpad	[/N][Nom]	8570080167	2631	é	a	mixed
szárrész	[/N][Nom]	8570080167	1954	á	é	mixed
pagát	[/N][Nom]	8570080167	629	a	á	back
ölő	[/N][Nom]	8570080167	3944	ö	ő	front
glazúr	[/N][Nom]	8570080167	1229	a	ú	back
midőn	[/N][Nom]	8570080167	89197	i	ő	front
hallom	[/N][Nom]	8570080167	504	a	o	back
stanza	[/N][Nom]	8570080167	1242	a	a	back
ühüm	[/N][Nom]	8570080167	545	ü	ü	front
butykos	[/N][Nom]	8570080167	1397	u	o	back
dühös	[/N][Nom]	8570080167	102405	ü	ö	front
kónusz	[/N][Nom]	8570080167	1087	ó	u	back
ordó	[/N][Nom]	8570080167	911	o	ó	back
dzsörzé	[/N][Nom]	8570080167	619	ö	é	front
húros	[/N][Nom]	8570080167	6450	ú	o	back
nevez	[/N][Nom]	8570080167	1664895	e	e	front
mozlim	[/N][Nom]	8570080167	1606	o	i	mixed
élclap	[/N][Nom]	8570080167	1631	é	a	mixed
lúdtoll	[/N][Nom]	8570080167	1863	ú	o	back
múlás	[/N][Nom]	8570080167	61221	ú	á	back
hűvös	[/N][Nom]	8570080167	212779	ű	ö	front
nyakszirt	[/N][Nom]	8570080167	2188	a	i	mixed
kongás	[/N][Nom]	8570080167	1519	o	á	back
rence	[/N][Nom]	8570080167	590	e	e	front
stallum	[/N][Nom]	8570080167	2119	a	u	back
testszín	[/N][Nom]	8570080167	1171	e	í	front
szipka	[/N][Nom]	8570080167	1235	i	a	mixed
tisztelt	[/N][Nom]	8570080167	880109	i	e	front
tompor	[/N][Nom]	8570080167	2187	o	o	back
afrik	[/N][Nom]	8570080167	610	a	i	mixed
gencsi	[/N][Nom]	8570080167	941	e	i	front
flekken	[/N][Nom]	8570080167	989	e	e	front
hörgő	[/N][Nom]	8570080167	11747	ö	ő	front
priznic	[/N][Nom]	8570080167	723	i	i	front
szárnyvég	[/N][Nom]	8570080167	2319	á	é	mixed
altat	[/N][Nom]	8570080167	2683	a	a	back
vörheny	[/N][Nom]	8570080167	663	ö	e	front
fidzsi	[/N][Nom]	8570080167	1353	i	i	front
kompasz	[/N][Nom]	8570080167	688	o	a	back
bőrke	[/N][Nom]	8570080167	1126	ő	e	front
bütykös	[/N][Nom]	8570080167	4272	ü	ö	front
lajbi	[/N][Nom]	8570080167	1107	a	i	mixed
mézbor	[/N][Nom]	8570080167	885	é	o	mixed
propil	[/N][Nom]	8570080167	469	o	i	mixed
rozsnok	[/N][Nom]	8570080167	501	o	o	back
nyesés	[/N][Nom]	8570080167	2065	e	é	front
csucsor	[/N][Nom]	8570080167	531	u	o	back
fémes	[/N][Nom]	8570080167	30587	é	e	front
csiger	[/N][Nom]	8570080167	666	i	e	front
üszök	[/N][Nom]	8570080167	1444	ü	ö	front
bamba	[/N][Nom]	8570080167	16133	a	a	back
lebuj	[/N][Nom]	8570080167	1945	e	u	mixed
sajmeggy	[/N][Nom]	8570080167	549	a	e	mixed
pejkó	[/N][Nom]	8570080167	597	e	ó	mixed
cidri	[/N][Nom]	8570080167	662	i	i	front
gúnya	[/N][Nom]	8570080167	4140	ú	a	back
nyeső	[/N][Nom]	8570080167	609	e	ő	front
páldi	[/N][Nom]	8570080167	577	á	i	mixed
sodor	[/N][Nom]	8570080167	135093	o	o	back
bontó	[/N][Nom]	8570080167	14385	o	ó	back
piké	[/N][Nom]	8570080167	540	i	é	front
döglés	[/N][Nom]	8570080167	686	ö	é	front
ritka	[/N][Nom]	8570080167	1132452	i	a	mixed
szakmány	[/N][Nom]	8570080167	2849	a	á	back
báti	[/N][Nom]	8570080167	585	á	i	mixed
fosás	[/N][Nom]	8570080167	703	o	á	back
kénkő	[/N][Nom]	8570080167	1181	é	ő	front
síró	[/N][Nom]	8570080167	15760	í	ó	mixed
amin	[/N][Nom]	8570080167	5867	a	i	mixed
hangzat	[/N][Nom]	8570080167	2388	a	a	back
mokkás	[/N][Nom]	8570080167	1065	o	á	back
spulni	[/N][Nom]	8570080167	859	u	i	mixed
árnyalt	[/N][Nom]	8570080167	40165	á	a	back
vegyjel	[/N][Nom]	8570080167	3367	e	e	front
gázmaszk	[/N][Nom]	8570080167	1791	á	a	back
vödrös	[/N][Nom]	8570080167	2263	ö	ö	front
filkó	[/N][Nom]	8570080167	619	i	ó	mixed
szinkrón	[/N][Nom]	8570080167	1373	i	ó	mixed
vigéc	[/N][Nom]	8570080167	885	i	é	front
nefrit	[/N][Nom]	8570080167	591	e	i	front
jégár	[/N][Nom]	8570080167	995	é	á	mixed
tőlük	[/N][Nom]	8570080167	3615	ő	ü	front
gumós	[/N][Nom]	8570080167	5331	u	ó	back
rendez	[/N][Nom]	8570080167	1260629	e	e	front
szimpla	[/N][Nom]	8570080167	146508	i	a	mixed
huri	[/N][Nom]	8570080167	952	u	i	mixed
kóros	[/N][Nom]	8570080167	99696	ó	o	back
nyelvcsap	[/N][Nom]	8570080167	625	e	a	mixed
vacsi	[/N][Nom]	8570080167	17292	a	i	mixed
kapszli	[/N][Nom]	8570080167	2180	a	i	mixed
aggkor	[/N][Nom]	8570080167	1069	a	o	back
bűdi	[/N][Nom]	8570080167	773	ű	i	front
furdancs	[/N][Nom]	8570080167	607	u	a	back
szíjács	[/N][Nom]	8570080167	760	í	á	mixed
spion	[/N][Nom]	8570080167	907	i	o	mixed
tippan	[/N][Nom]	8570080167	503	i	a	mixed
csuma	[/N][Nom]	8570080167	2543	u	a	back
felsál	[/N][Nom]	8570080167	632	e	á	mixed
szedet	[/N][Nom]	8570080167	932	e	e	front
őrlő	[/N][Nom]	8570080167	4031	ő	ő	front
búsás	[/N][Nom]	8570080167	612	ú	á	back
ahol	[/N][Nom]	8570080167	6703561	a	o	back
asztmás	[/N][Nom]	8570080167	31151	a	á	back
ami	[/N][Nom]	8570080167	27317250	a	i	mixed
lakmusz	[/N][Nom]	8570080167	553	a	u	back
müge	[/N][Nom]	8570080167	602	ü	e	front
nadály	[/N][Nom]	8570080167	822	a	á	back
piláf	[/N][Nom]	8570080167	825	i	á	mixed
vagdalt	[/N][Nom]	8570080167	3578	a	a	back
palás	[/N][Nom]	8570080167	1063	a	á	back
asztrál	[/N][Nom]	8570080167	2983	a	á	back
lövet	[/N][Nom]	8570080167	850	ö	e	front
szabász	[/N][Nom]	8570080167	724	a	á	back
zönge	[/N][Nom]	8570080167	1177	ö	e	front
sifon	[/N][Nom]	8570080167	649	i	o	mixed
meszely	[/N][Nom]	8570080167	470	e	e	front
rizsföld	[/N][Nom]	8570080167	6078	i	ö	front
bródi	[/N][Nom]	8570080167	547	ó	i	mixed
skontó	[/N][Nom]	8570080167	547	o	ó	back
sújtás	[/N][Nom]	8570080167	1218	ú	á	back
tőlünk	[/N][Nom]	8570080167	1867	ő	ü	front
fütykös	[/N][Nom]	8570080167	2006	ü	ö	front
hívság	[/N][Nom]	8570080167	2496	í	á	mixed
ganéj	[/N][Nom]	8570080167	947	a	é	mixed
ruca	[/N][Nom]	8570080167	747	u	a	back
sajgás	[/N][Nom]	8570080167	1127	a	á	back
bajcsi	[/N][Nom]	8570080167	595	a	i	mixed
sakter	[/N][Nom]	8570080167	814	a	e	mixed
bírvágy	[/N][Nom]	8570080167	700	í	á	mixed
resztli	[/N][Nom]	8570080167	674	e	i	front
fúvás	[/N][Nom]	8570080167	1303	ú	á	back
priusz	[/N][Nom]	8570080167	2127	i	u	mixed
lepés	[/N][Nom]	8570080167	742	e	é	front
olvas	[/N][Nom]	8570080167	3269165	o	a	back
sábesz	[/N][Nom]	8570080167	745	á	e	mixed
passzos	[/N][Nom]	8570080167	2439	a	o	back
reszort	[/N][Nom]	8570080167	2738	e	o	mixed
héjas	[/N][Nom]	8570080167	7642	é	a	mixed
dzsida	[/N][Nom]	8570080167	619	i	a	mixed
gógyi	[/N][Nom]	8570080167	867	ó	i	mixed
törtrész	[/N][Nom]	8570080167	4169	ö	é	front
vala	[/N][Nom]	8570080167	111315	a	a	back
dölyfös	[/N][Nom]	8570080167	3886	ö	ö	front
lunda	[/N][Nom]	8570080167	895	u	a	back
amely	[/N][Nom]	8570080167	31099482	a	e	mixed
bongó	[/N][Nom]	8570080167	1083	o	ó	back
devla	[/N][Nom]	8570080167	446	e	a	mixed
hajhász	[/N][Nom]	8570080167	1050	a	á	back
lakli	[/N][Nom]	8570080167	460	a	i	mixed
ingujj	[/N][Nom]	8570080167	4317	i	u	mixed
tikett	[/N][Nom]	8570080167	1514	i	e	front
nyirkos	[/N][Nom]	8570080167	23950	i	o	mixed
palka	[/N][Nom]	8570080167	479	a	a	back
tutyi	[/N][Nom]	8570080167	688	u	i	mixed
ripők	[/N][Nom]	8570080167	502	i	ő	front
rizskoch	[/N][Nom]	8570080167	707	i	o	mixed
föcstej	[/N][Nom]	8570080167	805	ö	e	front
hangrés	[/N][Nom]	8570080167	696	a	é	mixed
ingváll	[/N][Nom]	8570080167	963	i	á	mixed
ködös	[/N][Nom]	8570080167	46928	ö	ö	front
nadír	[/N][Nom]	8570080167	579	a	í	mixed
hiu	[/N][Nom]	8570080167	883	i	u	mixed
vállal	[/N][Nom]	8570080167	1735065	á	a	back
metélt	[/N][Nom]	8570080167	4877	e	é	front
tollnok	[/N][Nom]	8570080167	935	o	o	back
bélás	[/N][Nom]	8570080167	790	é	á	mixed
ganaj	[/N][Nom]	8570080167	850	a	a	back
tasli	[/N][Nom]	8570080167	1533	a	i	mixed
ürü	[/N][Nom]	8570080167	964	ü	ü	front
dabi	[/N][Nom]	8570080167	543	a	i	mixed
doyen	[/N][Nom]	8570080167	4289	o	e	mixed
kőszirt	[/N][Nom]	8570080167	785	ő	i	front
zsírzó	[/N][Nom]	8570080167	595	í	ó	mixed
rendjel	[/N][Nom]	8570080167	1691	e	e	front
versláb	[/N][Nom]	8570080167	1350	e	á	mixed
dutyi	[/N][Nom]	8570080167	2407	u	i	mixed
csényi	[/N][Nom]	8570080167	478	é	i	front
mélyföld	[/N][Nom]	8570080167	827	é	ö	front
pudvás	[/N][Nom]	8570080167	604	u	á	back
dréncső	[/N][Nom]	8570080167	1003	é	ő	front
fitying	[/N][Nom]	8570080167	2212	i	i	front
hekus	[/N][Nom]	8570080167	655	e	u	mixed
krédó	[/N][Nom]	8570080167	2526	é	ó	mixed
rühes	[/N][Nom]	8570080167	2454	ü	e	front
sértő	[/N][Nom]	8570080167	104128	é	ő	front
telér	[/N][Nom]	8570080167	1461	e	é	front
bifsztek	[/N][Nom]	8570080167	758	i	e	front
pesti	[/N][Nom]	8570080167	286359	e	i	front
pépes	[/N][Nom]	8570080167	12975	é	e	front
aznap	[/N][Nom]	8570080167	244854	a	a	back
díván	[/N][Nom]	8570080167	788	í	á	mixed
spiné	[/N][Nom]	8570080167	709	i	é	front
lityi	[/N][Nom]	8570080167	553	i	i	front
srapnel	[/N][Nom]	8570080167	877	a	e	mixed
tisztes	[/N][Nom]	8570080167	39538	i	e	front
atyus	[/N][Nom]	8570080167	461	a	u	back
cserpák	[/N][Nom]	8570080167	454	e	á	mixed
üszög	[/N][Nom]	8570080167	617	ü	ö	front
pruszlik	[/N][Nom]	8570080167	942	u	i	mixed
triplett	[/N][Nom]	8570080167	526	i	e	front
árkus	[/N][Nom]	8570080167	640	á	u	back
affin	[/N][Nom]	8570080167	611	a	i	mixed
díszfű	[/N][Nom]	8570080167	1327	í	ű	front
mézsör	[/N][Nom]	8570080167	906	é	ö	front
zsöllye	[/N][Nom]	8570080167	1151	ö	e	front
bélgörcs	[/N][Nom]	8570080167	2063	é	ö	front
svédcsepp	[/N][Nom]	8570080167	588	é	e	front
kápa	[/N][Nom]	8570080167	1258	á	a	back
samesz	[/N][Nom]	8570080167	2511	a	e	mixed
vészjel	[/N][Nom]	8570080167	1747	é	e	front
lüszter	[/N][Nom]	8570080167	616	ü	e	front
asztag	[/N][Nom]	8570080167	1260	a	a	back
guggol	[/N][Nom]	8570080167	16023	u	o	back
hágcsó	[/N][Nom]	8570080167	1547	á	ó	back
hűbér	[/N][Nom]	8570080167	1466	ű	é	front
topán	[/N][Nom]	8570080167	1559	o	á	back
vaspor	[/N][Nom]	8570080167	658	a	o	back
csausz	[/N][Nom]	8570080167	563	a	u	back
máter	[/N][Nom]	8570080167	613	á	e	mixed
szittyó	[/N][Nom]	8570080167	566	i	ó	mixed
négus	[/N][Nom]	8570080167	487	é	u	mixed
dicsvágy	[/N][Nom]	8570080167	596	i	á	mixed
kerreg	[/N][Nom]	8570080167	1295	e	e	front
laza	[/N][Nom]	8570080167	291494	a	a	back
porzás	[/N][Nom]	8570080167	731	o	á	back
tarka	[/N][Nom]	8570080167	48890	a	a	back
cserzés	[/N][Nom]	8570080167	1038	e	é	front
érő	[/N][Nom]	8570080167	194559	é	ő	front
pontos	[/N][Nom]	8570080167	3113399	o	o	back
vállszíj	[/N][Nom]	8570080167	949	á	í	mixed
íbisz	[/N][Nom]	8570080167	859	í	i	front
keres	[/N][Nom]	8570080167	3435311	e	e	front
borszesz	[/N][Nom]	8570080167	729	o	e	mixed
lágyvas	[/N][Nom]	8570080167	503	á	a	back
pedig	[/N][Nom]	8570080167	14108961	e	i	front
crossbar	[/N][Nom]	8570080167	381	o	a	back
grabanc	[/N][Nom]	8570080167	2156	a	a	back
bordi	[/N][Nom]	8570080167	739	o	i	mixed
kövecs	[/N][Nom]	8570080167	504	ö	e	front
rémtett	[/N][Nom]	8570080167	6932	é	e	front
durung	[/N][Nom]	8570080167	570	u	u	back
pihés	[/N][Nom]	8570080167	1499	i	é	front
ártány	[/N][Nom]	8570080167	649	á	á	back
grimbusz	[/N][Nom]	8570080167	579	i	u	mixed
nóva	[/N][Nom]	8570080167	1322	ó	a	back
szélső	[/N][Nom]	8570080167	66365	é	ő	front
torzkép	[/N][Nom]	8570080167	1951	o	é	mixed
szilke	[/N][Nom]	8570080167	1192	i	e	front
rücskös	[/N][Nom]	8570080167	4042	ü	ö	front
poncho	[/N][Nom]	8570080167	407	o	o	back
perces	[/N][Nom]	8570080167	303476	e	e	front
gomoly	[/N][Nom]	8570080167	1409	o	o	back
kéri	[/N][Nom]	8570080167	835	é	i	front
aszpik	[/N][Nom]	8570080167	1292	a	i	mixed
