form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds	suffix	vowel	base	base_tr
raszterra	2	raszter	[/N][Subl]	hotelban/hotelben	4403	8570080167	raszterre	62	0.04761904761904761	-3.044522437723423	NA	e	raszter	raßter
rfotelban	2	rfotel	[/N][Ine]	hotelban/hotelben	11	8570080167	rfotelben	3	0.75	-0.2876820724517809	ban	e	rfotel	rfotel
robertra	2	robert	[/N][Subl]	hotelban/hotelben	182466	8570080167	robertre	123	0.02419354838709677	-3.721669276936927	NA	e	robert	robert
robertsnak	2	roberts	[/N][Dat]	hotelban/hotelben	18004	8570080167	robertsnek	297	0.01006711409395973	-4.598481197837295	nak	e	roberts	roberts
rocherba	2	rocher	[/N][Ill]	hotelban/hotelben	4734	8570080167	rocherbe	2	1	0	NA	e	rocher	rocher
rocketnak	2	rocket	[/N][Dat]	hotelban/hotelben	249	8570080167	rocketnek	11	0.25	-1.3862943611198906	nak	e	rocket	rocket
rodezba	2	rodez	[/N][Ill]	hotelban/hotelben	176	8570080167	rodezbe	5	0.5	-0.6931471805599453	NA	e	rodez	rodez
rodezban	2	rodez	[/N][Ine]	hotelban/hotelben	176	8570080167	rodezben	10	0.2727272727272727	-1.2992829841302609	ban	e	rodez	rodez
rollerba	2	roller	[/N][Ill]	hotelban/hotelben	22986	8570080167	rollerbe	44	0.06666666666666667	-2.70805020110221	NA	e	roller	roller
rommelnak	2	rommel	[/N][Dat]	hotelban/hotelben	3901	8570080167	rommelnek	121	0.02459016393442623	-3.7054087560651463	nak	e	rommel	rommel
rommelra	2	rommel	[/N][Subl]	hotelban/hotelben	3901	8570080167	rommelre	14	0.2	-1.6094379124341005	NA	e	rommel	rommel
rosbergba	2	rosberg	[/N][Ill]	hotelban/hotelben	33278	8570080167	rosbergbe	19	0.15	-1.8971199848858813	NA	e	rosberg	rosberg
rossetnak	2	rosset	[/N][Dat]	hotelban/hotelben	81	8570080167	rossetnek	1	1.5	0.4054651081081644	nak	e	rosset	rosset
rubelnak	2	rubel	[/N][Dat]	hotelban/hotelben	19855	8570080167	rubelnek	130	0.02290076335877862	-3.776585034533042	nak	e	rubel	rubel
rubensnak	2	rubens	[/N][Dat]	hotelban/hotelben	7768	8570080167	rubensnek	119	0.025	-3.688879454113936	nak	e	rubens	rubens
rulettnak	2	rulett	[/N][Dat]	hotelban/hotelben	8587	8570080167	rulettnek	95	0.03125	-3.4657359027997265	nak	e	rulett	rulett
ruménra	2	rumén	[/N][Subl]	hotelban/hotelben	20	8570080167	ruménre	1	1.5	0.4054651081081644	NA	é	rumén	rumén
rushernak	2	rusher	[/N][Dat]	hotelban/hotelben	949	8570080167	rushernek	25	0.1153846153846154	-2.159484249353372	nak	e	rusher	rusher
russellban	2	russell	[/N][Ine]	hotelban/hotelben	21995	8570080167	russellben	17	0.16666666666666666	-1.791759469228055	ban	e	russell	russell
russelra	2	russel	[/N][Subl]	hotelban/hotelben	11086	8570080167	russelre	56	0.05263157894736842	-2.9444389791664407	NA	e	russel	russel
ruténban	2	rutén	[/Adj][Ine]	hotelban/hotelben	5396	8570080167	ruténben	5	0.5	-0.6931471805599453	ban	é	rutén	rutén
ryanéknak	2	ryanék	[/N][Dat]	hotelban/hotelben	50	8570080167	ryanéknek	3	0.75	-0.2876820724517809	nak	é	ryanék	ryanék
ryanéknak	2	ryanék	[/N][Dat]	hotelban/hotelben	50	8570080167	ryanék	1	1.5	0.4054651081081644	nak	é	ryanék	ryanék
ráchelba	2	ráchel	[/N][Ill]	hotelban/hotelben	2070	8570080167	ráchelbe	3	0.75	-0.2876820724517809	NA	e	ráchel	ráchel
ráhelnál	2	ráhel	[/N][Ade]	hotelban/hotelben	9374	8570080167	ráhelnél	19	0.15	-1.8971199848858813	nál	e	ráhel	ráhel
sabresnak	2	sabres	[/N][Dat]	hotelban/hotelben	616	8570080167	sabresnek	8	0.3333333333333333	-1.0986122886681098	nak	e	sabres	sabres
sacernak	2	sacer	[/N][Dat]	hotelban/hotelben	502	8570080167	sacernek	11	0.25	-1.3862943611198906	nak	e	sacer	sacer
sacherba	2	sacher	[/N][Ill]	hotelban/hotelben	3273	8570080167	sacherbe	6	0.42857142857142855	-0.8472978603872037	NA	e	sacher	sacher
sadlernak	2	sadler	[/N][Dat]	hotelban/hotelben	872	8570080167	sadlernek	1	1.5	0.4054651081081644	nak	e	sadler	sadler
sakretnak	2	sakret	[/N][Dat]	hotelban/hotelben	700	8570080167	sakretnek	2	1	0	nak	e	sakret	sakret
samplerba	2	sampler	[/N][Ill]	hotelban/hotelben	2820	8570080167	samplerbe	43	0.06818181818181818	-2.6855773452501515	NA	e	sampler	sampler
sandersnak	2	sanders	[/N][Dat]	hotelban/hotelben	14739	8570080167	sandersnek	312	0.00958466453674121	-4.647590901872044	nak	e	sanders	sanders
sapecnak	2	sapec	[/N][Dat]	hotelban/hotelben	11	8570080167	sapecnek	1	1.5	0.4054651081081644	nak	e	sapec	sapec
sargentnak	2	sargent	[/N][Dat]	hotelban/hotelben	790	8570080167	sargentnek	7	0.375	-0.9808292530117262	nak	e	sargent	sargent
schabertnak	2	schabert	[/N][Dat]	hotelban/hotelben	90	8570080167	schabertnek	3	0.75	-0.2876820724517809	nak	e	schabert	schabert
schallernak	2	schaller	[/N][Dat]	hotelban/hotelben	1389	8570080167	schallernek	1	1.5	0.4054651081081644	nak	e	schaller	schaller
schuszternak	2	schuszter	[/N][Dat]	hotelban/hotelben	1210	8570080167	schuszternek	5	0.5	-0.6931471805599453	nak	e	schuszter	schußter
shumenban	2	shumen	[/N][Ine]	hotelban/hotelben	65	8570080167	shumenben	1	1.5	0.4054651081081644	ban	e	shumen	shumen
slaternak	2	slater	[/N][Dat]	hotelban/hotelben	3185	8570080167	slaternek	56	0.05263157894736842	-2.9444389791664407	nak	e	slater	slater
slágerba	2	sláger	[/N][Ill]	hotelban/hotelben	155508	8570080167	slágerbe	123	0.02419354838709677	-3.721669276936927	NA	e	sláger	sláger
slágerban	2	sláger	[/N][Ine]	hotelban/hotelben	155508	8570080167	slágerben	370	0.00808625336927223	-4.817589773939325	ban	e	sláger	sláger
slágernál	2	sláger	[/N][Ade]	hotelban/hotelben	155508	8570080167	slágernél	134	0.02222222222222222	-3.80666248977032	nál	e	sláger	sláger
snowdennak	2	snowden	[/N][Dat]	hotelban/hotelben	6459	8570080167	snowdennek	89	0.03333333333333333	-3.4011973816621555	nak	e	snowden	snowden
socketra	2	socket	[/N][Subl]	hotelban/hotelben	6318	8570080167	socketre	47	0.0625	-2.772588722239781	NA	e	socket	socket
sollerba	2	soller	[/N][Ill]	hotelban/hotelben	257	8570080167	sollerbe	24	0.12	-2.120263536200091	NA	e	soller	soller
sparherdra	2	sparherd	[/N][Subl]	hotelban/hotelben	458	8570080167	sparherdre	7	0.375	-0.9808292530117262	NA	e	sparherd	sparherd
sparhetra	2	sparhet	[/N][Subl]	hotelban/hotelben	36	8570080167	sparhetre	1	1.5	0.4054651081081644	NA	e	sparhet	sparhet
stanleynak	2	stanley	[/N][Dat]	hotelban/hotelben	31087	8570080167	stanleynek	32	0.09090909090909093	-2.3978952727983707	nak	e	stanley	stanley
starternak	2	starter	[/N][Dat]	hotelban/hotelben	6767	8570080167	starternek	44	0.06666666666666667	-2.70805020110221	nak	e	starter	starter
stoczekba	2	stoczek	[/N][Ill]	hotelban/hotelben	413	8570080167	stoczekbe	1	1.5	0.4054651081081644	NA	e	stoczek	stoczek
stollennak	2	stollen	[/N][Dat]	hotelban/hotelben	666	8570080167	stollennek	7	0.375	-0.9808292530117262	nak	e	stollen	stollen
stoppernak	2	stopper	[/N][Dat]	hotelban/hotelben	12525	8570080167	stoppernek	60	0.04918032786885246	-3.012261575505202	nak	e	stopper	stopper
studentnak	2	student	[/N][Dat]	hotelban/hotelben	9729	8570080167	studentnek	19	0.15	-1.8971199848858813	nak	e	student	student
stuffernak	2	stuffer	[/N][Dat]	hotelban/hotelben	539	8570080167	stuffernek	4	0.6	-0.5108256237659907	nak	e	stuffer	stuffer
stájerra	2	stájer	[/Adj][Subl]	hotelban/hotelben	4074	8570080167	stájerre	4	0.6	-0.5108256237659907	NA	e	stájer	stájer
subjectba	2	subject	[/N][Ill]	hotelban/hotelben	12524	8570080167	subjectbe	193	0.01546391752577319	-4.169245870395218	NA	e	subject	subject
sueznak	2	suez	[/N][Dat]	hotelban/hotelben	8560	8570080167	sueznek	26	0.1111111111111111	-2.1972245773362196	nak	e	suez	suez
surreyban	2	surrey	[/N][Ine]	hotelban/hotelben	1401	8570080167	surreyben	56	0.05263157894736842	-2.9444389791664407	ban	e	surrey	surrey
suseszban	2	susesz	[/N][Ine]	hotelban/hotelben	34	8570080167	suseszben	3	0.75	-0.2876820724517809	ban	e	susesz	suseß
szadesznál	2	szadesz	[/N][Ade]	hotelban/hotelben	2004	8570080167	szadesznél	8	0.3333333333333333	-1.0986122886681098	nál	e	szadesz	ßadeß
szafedban	2	szafed	[/N][Ine]	hotelban/hotelben	73	8570080167	szafedben	22	0.13043478260869565	-2.03688192726104	ban	e	szafed	ßafed
szandecban	2	szandec	[/N][Ine]	hotelban/hotelben	31	8570080167	szandecben	2	1	0	ban	e	szandec	ßandec
szofernak	2	szofer	[/N][Dat]	hotelban/hotelben	219	8570080167	szofernek	2	1	0	nak	e	szofer	ßofer
szoftverra	2	szoftver	[/N][Subl]	hotelban/hotelben	653676	8570080167	szoftverre	7037	4.2625745950554135e-4	-7.76046702921342	NA	e	szoftver	ßoftver
szonettnak	2	szonett	[/N][Dat]	hotelban/hotelben	11142	8570080167	szonettnek	138	0.02158273381294964	-3.835861644462582	nak	e	szonett	ßonett
szovjetra	2	szovjet	[/N][Subl]	hotelban/hotelben	340921	8570080167	szovjetre	54	0.05454545454545454	-2.908720896564361	NA	e	szovjet	ßovjet
sztalkerban	2	sztalker	[/N][Ine]	hotelban/hotelben	2446	8570080167	sztalkerben	24	0.12	-2.120263536200091	ban	e	sztalker	ßtalker
szurkernak	2	szurker	[/N][Dat]	hotelban/hotelben	720	8570080167	szurkernek	36	0.08108108108108109	-2.512305623976115	nak	e	szurker	ßurker
szálehnak	2	száleh	[/N][Dat]	hotelban/hotelben	737	8570080167	szálehnek	13	0.21428571428571427	-1.540445040947149	nak	e	száleh	ßáleh
szófernak	2	szófer	[/N][Dat]	hotelban/hotelben	388	8570080167	szófernek	2	1	0	nak	e	szófer	ßófer
szóférnak	2	szófér	[/N][Dat]	hotelban/hotelben	73	8570080167	szóférnek	2	1	0	nak	é	szófér	ßófér
sódernál	2	sóder	[/N][Ade]	hotelban/hotelben	8264	8570080167	sódernél	13	0.21428571428571427	-1.540445040947149	nál	e	sóder	sóder
sóhernak	2	sóher	[/Adj][Dat]	hotelban/hotelben	1445	8570080167	sóhernek	38	0.07692307692307693	-2.5649493574615367	nak	e	sóher	sóher
sóletnál	2	sólet	[/N][Ade]	hotelban/hotelben	3255	8570080167	sóletnél	10	0.2727272727272727	-1.2992829841302609	nál	e	sólet	sólet
sótérnak	2	sótér	[/N][Dat]	hotelban/hotelben	258	8570080167	sótérnek	2	1	0	nak	é	sótér	sótér
tadeknak	2	tadek	[/N][Dat]	hotelban/hotelben	45	8570080167	tadek	1	1.5	0.4054651081081644	nak	e	tadek	tadek
talentnak	2	talent	[/N][Dat]	hotelban/hotelben	11093	8570080167	talentnek	36	0.08108108108108109	-2.512305623976115	nak	e	talent	talent
talesban	2	tales	[/N][Ine]	hotelban/hotelben	6432	8570080167	talesben	16	0.17647058823529413	-1.7346010553881064	ban	e	tales	tales
targetban	2	target	[/N][Ine]	hotelban/hotelben	6355	8570080167	targetben	79	0.0375	-3.283414346005772	ban	e	target	target
tomeknak	2	tomek	[/N][Dat]	hotelban/hotelben	84	8570080167	tomek	18	0.15789473684210523	-1.845826690498331	nak	e	tomek	tomek
tomeknak	2	tomek	[/N][Dat]	hotelban/hotelben	84	8570080167	tomeknek	10	0.2727272727272727	-1.2992829841302609	nak	e	tomek	tomek
toppernak	2	topper	[/N][Dat]	hotelban/hotelben	1225	8570080167	toppernek	45	0.06521739130434782	-2.7300291078209855	nak	e	topper	topper
torrentnál	2	torrent	[/N][Ade]	hotelban/hotelben	12612	8570080167	torrentnél	109	0.02727272727272727	-3.6018680771243066	nál	e	torrent	torrent
trackerban	2	tracker	[/N][Ine]	hotelban/hotelben	5264	8570080167	trackerben	45	0.06521739130434782	-2.7300291078209855	ban	e	tracker	tracker
transzferban	2	transzfer	[/N][Ine]	hotelban/hotelben	87598	8570080167	transzferben	270	0.01107011070110701	-4.503506532211591	ban	e	transzfer	tranßfer
trattnernak	2	trattner	[/N][Dat]	hotelban/hotelben	929	8570080167	trattnernek	17	0.16666666666666666	-1.791759469228055	nak	e	trattner	trattner
tuckernak	2	tucker	[/N][Dat]	hotelban/hotelben	4450	8570080167	tuckernek	29	0.1	-2.3025850929940455	nak	e	tucker	tucker
táleszban	2	tálesz	[/N][Ine]	hotelban/hotelben	36	8570080167	táleszben	2	1	0	ban	e	tálesz	táleß
ulsterba	2	ulster	[/N][Ill]	hotelban/hotelben	835	8570080167	ulsterbe	17	0.16666666666666666	-1.791759469228055	NA	e	ulster	ulster
usernál	2	user	[/N][Ade]	hotelban/hotelben	46244	8570080167	usernél	161	0.01851851851851851	-3.9889840465642745	nál	e	user	user
utésnak	2	utés	[/N][Dat]	hotelban/hotelben	62	8570080167	utésnek	1	1.5	0.4054651081081644	nak	é	utés	utés
uzletban	2	uzlet	[/N][Ine]	hotelban/hotelben	7261	8570080167	uzletben	1574	0.0019047619047619	-6.263398262591624	ban	e	uzlet	uzlet
vakernak	2	vaker	[/N][Dat]	hotelban/hotelben	738	8570080167	vakernek	1	1.5	0.4054651081081644	nak	e	vaker	vaker
valcerban	2	valcer	[/N][Ine]	hotelban/hotelben	1940	8570080167	valcerben	15	0.1875	-1.6739764335716716	ban	e	valcer	valcer
valdesnak	2	valdes	[/N][Dat]	hotelban/hotelben	915	8570080167	valdesnek	27	0.10714285714285714	-2.2335922215070942	nak	e	valdes	valdes
valleynak	2	valley	[/N][Dat]	hotelban/hotelben	11809	8570080167	valleynek	4	0.6	-0.5108256237659907	nak	e	valley	valley
valérnál	2	valér	[/N][Ade]	hotelban/hotelben	4547	8570080167	valérnél	1	1.5	0.4054651081081644	nál	é	valér	valér
valéryba	2	valéry	[/N][Ill]	hotelban/hotelben	1739	8570080167	valérybe	2	1	0	NA	é	valéry	valéry
vasemban	2	vasem	[/N][Ine]	hotelban/hotelben	2987	8570080167	vasemben	142	0.02097902097902098	-3.8642323415917974	ban	e	vasem	vasem
vashemba	2	vashem	[/N][Ill]	hotelban/hotelben	1673	8570080167	vashembe	24	0.12	-2.120263536200091	NA	e	vashem	vashem
volterra	2	volter	[/N][Subl]	hotelban/hotelben	480	8570080167	volterre	3	0.75	-0.2876820724517809	NA	e	volter	volter
vágnernak	2	vágner	[/N][Dat]	hotelban/hotelben	1767	8570080167	vágnernek	8	0.3333333333333333	-1.0986122886681098	nak	e	vágner	vágner
vátésznak	2	vátész	[/N][Dat]	hotelban/hotelben	13	8570080167	vátésznek	1	1.5	0.4054651081081644	nak	é	vátész	vátéß
wagglerra	2	waggler	[/N][Subl]	hotelban/hotelben	550	8570080167	wagglerre	3	0.75	-0.2876820724517809	NA	e	waggler	waggler
waldenban	2	walden	[/N][Ine]	hotelban/hotelben	2356	8570080167	waldenben	19	0.15	-1.8971199848858813	ban	e	walden	walden
waldenban	2	walden	[/N][Ine]	hotelban/hotelben	2356	8570080167	walden	5	0.5	-0.6931471805599453	ban	e	walden	walden
waldennak	2	walden	[/N][Dat]	hotelban/hotelben	2356	8570080167	waldennek	37	0.07894736842105263	-2.538973871058276	nak	e	walden	walden
walesra	2	wales	[/N][Subl]	hotelban/hotelben	19557	8570080167	walesre	148	0.02013422818791946	-3.9053340172773496	NA	e	wales	wales
wallsendban	2	wallsend	[/N][Ine]	hotelban/hotelben	49	8570080167	wallsendben	16	0.17647058823529413	-1.7346010553881064	ban	e	wallsend	wallsend
walterban	2	walter	[/N][Ine]	hotelban/hotelben	42513	8570080167	walterben	17	0.16666666666666666	-1.791759469228055	ban	e	walter	walter
walthernak	2	walther	[/N][Dat]	hotelban/hotelben	2832	8570080167	walthernek	30	0.0967741935483871	-2.3353749158170367	nak	e	walther	walther
walzerban	2	walzer	[/N][Ine]	hotelban/hotelben	1088	8570080167	walzerben	3	0.75	-0.2876820724517809	ban	e	walzer	walzer
walzernak	2	walzer	[/N][Dat]	hotelban/hotelben	1088	8570080167	walzernek	2	1	0	nak	e	walzer	walzer
wandlerban	2	wandler	[/N][Ine]	hotelban/hotelben	137	8570080167	wandlerben	3	0.75	-0.2876820724517809	ban	e	wandler	wandler
wangenban	2	wangen	[/N][Ine]	hotelban/hotelben	92	8570080167	wangen	2	1	0	ban	e	wangen	wangen
wangenban	2	wangen	[/N][Ine]	hotelban/hotelben	92	8570080167	wangenben	2	1	0	ban	e	wangen	wangen
wankelnál	2	wankel	[/N][Ade]	hotelban/hotelben	1476	8570080167	wankelnél	14	0.2	-1.6094379124341005	nál	e	wankel	wankel
wankelra	2	wankel	[/N][Subl]	hotelban/hotelben	1476	8570080167	wankelre	3	0.75	-0.2876820724517809	NA	e	wankel	wankel
wantednál	2	wanted	[/N][Ade]	hotelban/hotelben	5996	8570080167	wantednél	2	1	0	nál	e	wanted	wanted
warrenban	2	warren	[/N][Ine]	hotelban/hotelben	15786	8570080167	warrenben	36	0.08108108108108109	-2.512305623976115	ban	e	warren	warren
warrenban	2	warren	[/N][Ine]	hotelban/hotelben	15786	8570080167	warren	3	0.75	-0.2876820724517809	ban	e	warren	warren
wattensban	2	wattens	[/N][Ine]	hotelban/hotelben	166	8570080167	wattensben	28	0.10344827586206896	-2.268683541318364	ban	e	wattens	wattens
wrapperban	2	wrapper	[/N][Ine]	hotelban/hotelben	986	8570080167	wrapperben	3	0.75	-0.2876820724517809	ban	e	wrapper	wrapper
wágnernak	2	wágner	[/N][Dat]	hotelban/hotelben	4334	8570080167	wágnernek	9	0.3	-1.203972804325936	nak	e	wágner	wágner
yaelnak	2	yael	[/N][Dat]	hotelban/hotelben	612	8570080167	yaelnek	5	0.5	-0.6931471805599453	nak	e	yael	yael
yatesnak	2	yates	[/N][Dat]	hotelban/hotelben	3847	8570080167	yatesnek	17	0.16666666666666666	-1.791759469228055	nak	e	yates	yates
zagrebba	2	zagreb	[/N][Ill]	hotelban/hotelben	5783	8570080167	zagrebbe	7	0.375	-0.9808292530117262	NA	e	zagreb	zagreb
zagrebnak	2	zagreb	[/N][Dat]	hotelban/hotelben	5783	8570080167	zagrebnek	57	0.05172413793103448	-2.9618307218783095	nak	e	zagreb	zagreb
zajednak	2	zajed	[/N][Dat]	hotelban/hotelben	203	8570080167	zajednek	1	1.5	0.4054651081081644	nak	e	zajed	zajed
zrumeczkyban	2	zrumeczky	[/N][Ine]	hotelban/hotelben	597	8570080167	zrumeczkyben	5	0.5	-0.6931471805599453	ban	e	zrumeczky	zrumeczky
zsánernak	2	zsáner	[/N][Dat]	hotelban/hotelben	16709	8570080167	zsánernek	402	0.00744416873449131	-4.9003242732785735	nak	e	zsáner	Ωáner
záveczba	2	závecz	[/N][Ill]	hotelban/hotelben	4236	8570080167	záveczbe	4	0.6	-0.5108256237659907	NA	e	závecz	závecz
áderra	2	áder	[/N][Subl]	hotelban/hotelben	124	8570080167	áderre	1	1.5	0.4054651081081644	NA	e	áder	áder
ádventba	2	ádvent	[/N][Ill]	hotelban/hotelben	2839	8570080167	ádventbe	6	0.42857142857142855	-0.8472978603872037	NA	e	ádvent	ádvent
áerban	2	áer	[/N][Ine]	hotelban/hotelben	105	8570080167	áerben	20	0.14285714285714285	-1.9459101490553137	ban	e	áer	áer
ágensnak	2	ágens	[/N][Dat]	hotelban/hotelben	17621	8570080167	ágensnek	587	0.00510204081632653	-5.278114659230518	nak	e	ágens	ágens
ómennak	2	ómen	[/N][Dat]	hotelban/hotelben	5118	8570080167	ómennek	681	0.00439882697947214	-5.426417369175352	nak	e	ómen	ómen
ótletba	2	ótlet	[/N][Ill]	hotelban/hotelben	17	8570080167	ótletbe	3	0.75	-0.2876820724517809	NA	e	ótlet	ótlet
abbeynak	1	abbey	[/N][Dat]	hotelban/hotelben	6049	8570080167	abbeynek	8	0.2222222222222222	-1.5040773967762742	nak	e	abbey	abbey
abertnak	1	abert	[/N][Dat]	hotelban/hotelben	91	8570080167	abertnek	5	0.3333333333333333	-1.0986122886681098	nak	e	abert	abert
abjektnak	1	abjekt	[/N][Dat]	hotelban/hotelben	120	8570080167	abjektnek	2	0.6666666666666666	-0.4054651081081645	nak	e	abjekt	abjekt
acceptra	1	accept	[/N][Subl]	hotelban/hotelben	5174	8570080167	acceptre	10	0.18181818181818185	-1.7047480922384253	NA	e	accept	accept
accesba	1	acces	[/N][Ill]	hotelban/hotelben	2135	8570080167	accesbe	5	0.3333333333333333	-1.0986122886681098	NA	e	acces	acces
accesban	1	acces	[/N][Ine]	hotelban/hotelben	2135	8570080167	accesben	10	0.18181818181818185	-1.7047480922384253	ban	e	acces	acces
acehba	1	aceh	[/N][Ill]	hotelban/hotelben	673	8570080167	acehbe	6	0.2857142857142857	-1.252762968495368	NA	e	aceh	aceh
acerban	1	acer	[/N][Ine]	hotelban/hotelben	38331	8570080167	acerben	36	0.05405405405405406	-2.917770732084279	ban	e	acer	acer
acernál	1	acer	[/N][Ade]	hotelban/hotelben	38331	8570080167	acernél	103	0.01923076923076923	-3.951243718581427	nál	e	acer	acer
acerra	1	acer	[/N][Subl]	hotelban/hotelben	38331	8570080167	acerre	5	0.3333333333333333	-1.0986122886681098	NA	e	acer	acer
achenban	1	achen	[/N][Ine]	hotelban/hotelben	118	8570080167	achenben	29	0.06666666666666667	-2.70805020110221	ban	e	achen	achen
achterba	1	achter	[/N][Ill]	hotelban/hotelben	106	8570080167	achterbe	1	1	0	NA	e	achter	achter
acnesra	1	acnes	[/N][Subl]	hotelban/hotelben	456	8570080167	acnesre	2	0.6666666666666666	-0.4054651081081645	NA	e	acnes	acnes
adlerra	1	adler	[/N][Subl]	hotelban/hotelben	10004	8570080167	adlerre	21	0.09090909090909093	-2.3978952727983707	NA	e	adler	adler
aegra	1	aeg	[/N][Subl]	hotelban/hotelben	7853	8570080167	aegre	2	0.6666666666666666	-0.4054651081081645	NA	e	aeg	aeg
aelyra	1	aely	[/N][Subl]	hotelban/hotelben	617	8570080167	aelyre	14	0.13333333333333333	-2.0149030205422647	NA	e	aely	ae¬
afferra	1	affer	[/N][Subl]	hotelban/hotelben	118	8570080167	afferre	2	0.6666666666666666	-0.4054651081081645	NA	e	affer	affer
agencyba	1	agency	[/N][Ill]	hotelban/hotelben	13731	8570080167	agencybe	5	0.3333333333333333	-1.0986122886681098	NA	e	agency	agency
aggernak	1	agger	[/N][Dat]	hotelban/hotelben	539	8570080167	aggernek	10	0.18181818181818185	-1.7047480922384253	nak	e	agger	agger
ahmednál	1	ahmed	[/N][Ade]	hotelban/hotelben	20108	8570080167	ahmednél	13	0.14285714285714285	-1.9459101490553137	nál	e	ahmed	ahmed
ahmetnak	1	ahmet	[/N][Dat]	hotelban/hotelben	2696	8570080167	ahmetnek	6	0.2857142857142857	-1.252762968495368	nak	e	ahmet	ahmet
ajmerba	1	ajmer	[/N][Ill]	hotelban/hotelben	31	8570080167	ajmerbe	3	0.5	-0.6931471805599453	NA	e	ajmer	ajmer
albrechtban	1	albrecht	[/N][Ine]	hotelban/hotelben	7888	8570080167	albrechtben	2	0.6666666666666666	-0.4054651081081645	ban	e	albrecht	albrecht
albrechtnak	1	albrecht	[/N][Dat]	hotelban/hotelben	7888	8570080167	albrechtnek	48	0.04081632653061224	-3.1986731175506815	nak	e	albrecht	albrecht
alcestban	1	alcest	[/N][Ine]	hotelban/hotelben	414	8570080167	alcestben	1	1	0	ban	e	alcest	alcest
aldennak	1	alden	[/N][Dat]	hotelban/hotelben	1350	8570080167	aldennek	4	0.4	-0.916290731874155	nak	e	alden	alden
alefban	1	alef	[/N][Ine]	hotelban/hotelben	1021	8570080167	alefben	2	0.6666666666666666	-0.4054651081081645	ban	e	alef	alef
alephnak	1	aleph	[/N][Dat]	hotelban/hotelben	1057	8570080167	alephnek	6	0.2857142857142857	-1.252762968495368	nak	e	aleph	aleph
alesban	1	ales	[/N][Ine]	hotelban/hotelben	1390	8570080167	alesben	2	0.6666666666666666	-0.4054651081081645	ban	e	ales	ales
alexynak	1	alexy	[/N][Dat]	hotelban/hotelben	571	8570080167	alexynek	4	0.4	-0.916290731874155	nak	e	alexy	alexy
alkeszban	1	alkesz	[/N][Ine]	hotelban/hotelben	4290	8570080167	alkeszben	2	0.6666666666666666	-0.4054651081081645	ban	e	alkesz	alkeß
